Предыдущая сноска	Аԥхьатәи албаага
Предыдущее напоминание	Аԥхьатәи агәаларшәара
Предыдущий комментарий	Аԥхьатәи акомментари
Продолжить поиск назад	Иацҵатәуп аԥшаара шьҭахьҟа
Предыдущий элемент указателя	Аԥхьатәи аҭыԥрбага аелемент
Предыдущая формула таблицы	Атаблица аԥхьатәи аформула
Следующая формула таблицы	Атаблица анаҩстәи аформула
Предыдущая ошибочная формула таблицы	Атаблица иаԥхьааиуа игхатәу аформула
Следующая ошибочная формула таблицы	Атаблица анаҩстәи игхатәу аформула
Вставлено	Ибжьаргылатәуп
Удалено	Ианыхуп
Отформатировано	Иформатркуп
Применён стиль абзаца	Ихархәоуп абзац астиль
Строка вставлена	Ацәаҳәа ҭаргылоуп
Ячейка вставлена	Абларҭа ҭаргылоуп
Ячейка удалена	Абларҭа аныхуп
Концевая сноска: 	Анҵәамҭатә лбаага: 
Сноска: 	Албаага: 
%s-щелчок для открытия меню смарт-тегов	%s-ақыәӷәӷәара смарт-тегқәа рыхкынҵа аартразы
Верхний колонтитул (%1)	Хыхьтәи аколонтитул (%1)
Верхний колонтитул первой страницы (%1)	Актәи адаҟьа хыхьтәи аколонтитул (%1)
Верхний колонтитул левой страницы (%1)	Армарахьтәи адаҟьа хыхьтәи аколонтитул (%1)
Верхний колонтитул правой страницы (%1)	Арӷьарахьтәи адаҟьа хыхьтәи аколонтитул (%1)
Нижний колонтитул (%1)	Ҵаҟатәи аколонтитул (%1)
Нижний колонтитул первой страницы (%1)	Актәи адаҟьа ҵаҟатәи аколонтитул (%1)
Нижний колонтитул левой страницы (%1)	Армарахьтәи адаҟьа ҵаҟатәи аколонтитул (%1)
Нижний колонтитул правой страницы (%1)	Арӷьарахьтәи адаҟьа ҵаҟатәи аколонтитул (%1)
Удалить верхний колонтитул...	Ианыхтәуп хыхьтәи аколонтитул...
Форматировать верхний колонтитул...	Адаҟьа аформат
Удалить нижний колонтитул...	Ианыхтәуп ҵаҟатәи аколонтитул...
Форматировать нижний колонтитул...	Иформатрктәуп ҵаҟатәи аколонтитул...
Невозможно открыть изображение	Асахьа аартра ауам
Невозможно прочитать изображение	Асахьа аԥхьара ауам
Неизвестный формат изображения	Асахьа идырым аформат
Не поддерживается эта версия графического файла	Агрфикатә фаил ари аверсиа аднакылашом
Не найден фильтр изображения	Иԥшаам асахьа афильтр
Недостаточно памяти для вставки изображения.	Асахьа аҭаргыларазы иазхом агәынкылара.
Комментарий: 	Акомментари:
Вставка	Аҭаргылара
Редактирование таблицы	Атаблица аредакциазура
Страница 	Адаҟьа 
Страница %1 из %2	Адаҟьа %1 %2 аҟынтәи
Страница %1 из %2 (страница %3)	Адаҟьа %1 %2 аҟынтәи (адаҟьа %3)
Строка таблицы	Атаблица ацәаҳәа
Ячейка таблицы	Атаблица абларҭа
Документ HTML (%PRODUCTNAME %PRODUCTVERSION)	HTML (%PRODUCTNAME %PRODUCTVERSION) адокумент
Уровень 	Аҩаӡара 
Невозможно найти файл «%1» по пути «%2».	Афаил «%1» аԥшаара амуит «%2» амҩа ала.
Указатель пользователя	Ахархәаҩ иҭыԥрбага
<Нет>	<мап>
Шаг табуляции	Атабулиациа ашьаҿа
Информация главы	Ахы аинформациа
Начало гиперссылки	Агиперзхьарԥш алагамҭа
Конец гиперссылки	Агиперзхьарԥш анҵәамҭа
Библиографическая ссылка: 	Абиблиографиатә зхьарԥш:
Стиль символов: 	Асимволқәа рстиль: 
Текст структуры	Аструктура атеқст
Нажмите Ctrl+Alt+A для дополнительных операций	Шәақәыӷәӷәа Ctrl+Alt+A иацҵоу аоперациақәа рзы
Нажимайте левую и правую стрелки для выбора элементов управления структуры	Шәрықәыӷәӷәала армарахьтәии арӷьарахьтәии ахыцқәа аструктура аелементқәа рнапхгара алхразы
Выбранный файл для предметного указателя (*.sdi)	Иалышәх афаил амаҭәартә ҭыԥрбагаз (*.sdi)
Базовая линия сверху	Абазатә ҵәаӷәа хыхьла
Базовая линия снизу	Абазатә ҵәаӷәа ҵаҟала
Базовая линия по центру	Абазатә ҵәаӷәа ацентр ала
Вставить объект	Ибжьаргылатәуп аобиеқт(қәа)
 (Шаблон: 	 (Ашаблон: 
(Стиль абзаца: 	(Абзац астиль: 
Невозможно поставить номер данной страницы. На левых страницах могут быть проставлены только чётные, на правых - только нечётные цифры.	Ари адаҟьа аҟны аномер ақәыргылара ауам. Армарахьтәи адаҟьақәа рҟны иқәыргылазар ауеит мацара еиҩшо, арӷьарахьтәи - мацара еиҩымшо ацифрақәа.
Составной документ %PRODUCTNAME %PRODUCTVERSION	%PRODUCTNAME %PRODUCTVERSION еилоу адокумент
Пароль не установлен.	Ажәамаӡа ықәыргылам.
Расстановка переносов завершена	Аиагагақәа рыргылара хыркәшоуп
Установить основной язык	Иқәыргылатәуп абызшәа ишыҟаз
Пояснения...	Аилыркаарақәа...
Проверка специальных областей отключена. Проверить всё равно?	Испециалу аҵакырақәа ргәаҭара аҿыхуп. Зегь акоуп игәаҭатәума?
Невозможно объединить документы.	Иауам адокументқәа реидҵара.
Невозможно загрузить исходный текст.	Ахалагаратә теқст аҭагалара ауам.
В меню «Сервис/Параметры/%1/Печать» факс-принтер не установлен.	Ахкынҵа «Аервис/Апараметрқәа/%1/Акьыԥхьра» аҟны афакс-принтер ықәыргылаӡам.
Источник не указан.	Ахыҵхырҭа арбам.
Структура 	Аструктура 
Правка сноски/концевой сноски	Албаага ариашара/анҵәамҭатә лбаага
Искомое слово заменено XX раз.	Иԥшаатәу ажәа ԥсахуп XX нтә.
Строка 	Ацәаҳәа 
Столбец 	Аиҵагыла 
Экспорт исходного текста...	Ахалагаратә теқст аекспорт...
Экспорт копии источника...	Ахыҵхырҭа акопиақәа рекспорт...
Отправка: %1	Адәықәҵара: %1
Успешно отправлено	Қәҿиарала идәықәҵоуп
Отправка не удалась	Адәықәҵара амуӡеит
COMPANY;CR;FIRSTNAME; ;LASTNAME;CR;ADDRESS;CR;CITY; ;STATEPROV; ;POSTALCODE;CR;COUNTRY;CR;	COMPANY;CR;FIRSTNAME; ;LASTNAME;CR;ADDRESS;CR;CITY; ;STATEPROV; ;POSTALCODE;CR;COUNTRY;CR;
 Действительна 	 Иҵабыргуп 
Недействительна	Иҵабыргӡам
Подпись недействительна	Анапаҵаҩра ҵабыргӡам
Подписано	Анапаҵаҩуп
Подпись абзаца	Абзац анапаҵаҩра
Визитные карточки	Авизиттә картақәа
Настройки электронной почты	E-Mail архиарақәа
Вставка	Ибжьаргылатәуп
Искомое понятие	Иԥшаатәу аилкаа
Альтернативный элемент	Альтенативатә елемент
1-й ключ	1-тәи ацаԥха
2-й ключ	2-тәи ацаԥха
Учитывать регистр	Ҳасаб азутәуп арегистр
Только слово	Ажәа мацара
Другое	Даҽакы:
Удалить пустые абзацы	Ианыхтәуп иҭацәу абзацқәа
Использовать таблицу замен	Ихархәатәуп алаԥсахрақәа ртаблица
Исправлять ДВе ПРописные буквы в начале слова	Ириашалатәуп анбан ДУқәа ҨБа ажәа алагамҭаҿ
Начинать каждое предложение с прописной буквы	Ҳәоу цыԥхьаӡа иалагалатәуп нбан дула
Заменять стили пользователя	Иалаԥсахлатәуп ахархәаҩ истильқәа
Маркеры заменены	Амаркерқәа ԥсахуп
Автоматически _подчёркивать_	Автоматикала_иаҵшьлатәуп_
Автоматически *полужирный*	Автоматикала *абжажәпа*
Заменять 1/2 ... на ½ ...	Иԥсахлатәуп 1/2 ... ½ ...ала
Распознавать URL	Еилкаалатәуп URL
Объединять однострочные абзацы	Еидҵалатәуп цәаҳәактәи абзацқәа
Установить стиль «Основной текст»	Иқәыргылатәуп астиль «Ихадоу атеқст»
Установить стиль «Основной текст с отступом»	Иқәыргылатәуп астиль «Ихадоу атеқст ахьаҵ ацны»
Установить стиль «Обратный отступ»	Иқәыргылатәуп астиль «Шьҭахьҟатәи ахьаҵ»
Установить стиль «Заголовок $(ARG1)»	Иқәыргылатәуп астиль «Ахы $(ARG1)»
Установить стиль «Список» или «Нумерация»	Иқәыргылатәуп астиль «Ахьӡынҵа» ма «Аномерркра»
Объединить абзацы	Еидҵатәуп абзацқәа
Создать реферат	Иаԥҵатәуп ареферат
Абзацев в уровне	Абзацқәа аҩаӡара аҟны
Имя элемента	Аелемент ахьӡ
Добавить к адресу	Иацҵатәуп адрес ахь
Новый блок с адресом	Аблок ҿыц адрес ацны
1. Перетащите элемент с адресом сюда	1. Ииажәга адрес зцу аелемент абрахь
Влево	Ииаcтәуп армарахь
Вправо	Ииаcтәуп арӷьарахь
2. Произвольное приветствие	2. Ԥсшәаҳәарак
Удалить из адреса	Ианыхтәкп адрес аҟынтәи
Файл уже существует	Ари афаил ыҟоуп
Документ с именем '%1' уже существует.	Адокумент ахьӡ '%1' змоу ыҟоуп.
Пожалуйста, сохраните этот документ под другим именем.	Еиқәшәырха ари адокумент даҽа хьӡык аҭаны.
Ответить	Аҭак ҟаҵатәуп
Удалить все комментарии от $1	Ианыхтәуп акомментариқәа зегьы $1 аҟынтә
Удалить все комментарии	Ианыхтәуп акомментариқәа зегьы
Форматировать все комментарии...	Акомментариқәа зегьы рформат...
Параметры фильтра ASCII	ASCII афильтр апараметрқәа
Стандартные шрифты:	Истандарту ашрифтқәа:
Разрыв абзаца:	Абзац аимҟьара:
CR & LF	CR & LF
CR	CR
LF	LF
Подбор полей	Аҭакырақәа разалхра
Назначьте поля источника данных, содержащие адрес.	Иазалышәх адрес зҵазкуа адырқәа рхыҵхырҭа аҭакырақәа.
Просмотр	Ахәаԥшра
Совпадающие с полем	Аҭакыра иақәшәақәо
Назначить стили	Иазалхтәуп астильқәа
Введите сейчас, если хотите использовать это.	Иҭажәгал абыржәы, ари ахархәара шәҭахызар.
Сервер исходящей почты:	Аԥошьҭа дәықәызҵо асервер:
Сервер исходящей почты использует те же настройки, что и сервер входящей почты	Аԥошьҭа дәықәызҵо асервери аԥошьҭа здызкыло асервери рхы иадырхәоит иаку архиарақәа
Сервер входящей почты:	Аԥошьҭа здызкыло асервер:
Имя сервера:	Асервер ахьӡ:
_POP3	_POP3
_IMAP	_IMAP
Числовой формат	Ахыԥхьаӡаратә формат
Орнамент	Аорнамент
Создать (только текст)	Иаԥҵатәуп (атеқст мацара)
Заменить (только текст)	Иалаԥсахтәуп (атеқст мацара)
Переименовать...	Ахьӡ ԥсахтәуп...
Макрос...	Амакрос...
Автотекст	Автотеқст
Категории...	Акатегориақәа...
Путь...	Амҩа...
Вст_авить	Ибжьаргылатәуп
Файловой системы	Афаилтә системақәа
Интернета	А-Интернет
Сокращение:	Аркьаҿра:
Вставить библиографическую ссылку	Абиблиографиатә зхьарԥшқәа рыриашара
Имя	Ахы
Удалить	_Ианыхтәуп
Сброс	Еиҭашьақәыргылатәуп
Структура	Аконтур
Настроить	Ирхиатәуп
Организация:	Аиҿкаара
Девиз:	Адевиз:
Страна/Область:	Атәыла/Араион:
Должность:	Аҭыԥ:
Номер дом. телефона	Аҩнтәи аҭел аномер
Сайт/Эл. почта:	Асаит/e-mail:
Факс	Афакс аномер
адрес эл. почты	e-mail адрес
Почтовый индекс/Город:	Аԥошьҭатә индекс/Ақалақь:
Телефон/Мобильный:	Аҭел/Амобилтә:
Служебные данные	Амаҵуратә дырқәа
Невозможно добавить название	Иауам ахьӡ ацҵара
Параметры названия	Ахьӡ апараметрқәа
Уровень:	Аҩаӡара:
Разделитель:	Аиҟәшага
Нумерация по главам	Аномерркра ахқәа рыла
Стиль символа:	Асимвол астиль:
Применить обрамление и тень	Ихархәатәуп аҿыкәыршеи агагеи
Формат категории и фрейма	Акатегориеи афреими рформат
Порядок названий:	Ахьӡқәа реиҿкаашьа:
Категория в начале	Акатегориа, алагамҭаҿ
Нумерация в начале	Аномерркра алагамҭаҿ
Текст этикетки:	Адыргақәҵа атеқст:
База данных:	Адырқәа рбаза
Поле базы данных:	Адырқәа рбаза афаил
Надпись	Ахҳәаа
Сплошная	Еиԥҟьарада
Марка:	Амарка:
Т_ип:	Атип:
Копировать в	Акопиа абрахь
_Cc:	_Cc:
_Bcc:	_Bcc:
Отправить копию письма...	Идәықәҵатәуп ашәҟәы акопиа...
Символ	Асимволқәа
Подсветка	Ԥштәыла алкаара
События...	Ахҭысқәа...
Посещённые ссылки:	Изҭаахьоу азхьарԥшқәа:
Непосещённые ссылки:	Изҭаамӡац азхьарԥшқәа
Стили символов	Асимвол астильқәа
Колонки	Аиҵагылақәа
Автоподбор	Автозалхра
Колонка:	Аиҵагыла
Ширина и интервал	Аҭбаареи аинтервали
Эффекты:	Астиль:
В_ысота:	Аҳаракыра:
_Положение:	Аҭыԥ:
_Цвет:	_Аԥштәы:
Разделительная линия	Аиҟәшагатә ҵәаӷәа
Колонки:	Аиҵагылақәа
Равномерно распределить содер_жимое по колонкам	Аҵанакы еиҟараны ирзеихшатәуп аиҵаҩқәа
Выделению	Алхра
Текущему разделу	Уажәтәи алкаара
Выделенному разделу	Ианыхтәуп аҟәша
Стилю страницы: 	Атаблицақәа рстиль
Применить к:	Ихархәатәуп азы:
Столбец:	Аиҵагыла
Контекст	Аконтеқст
 1-й уровень структуры	 Аструктура 1-тәи аҩаӡара
 2-й уровень структуры	 Аструктура 2-тәи аҩаӡара
 3-й уровень структуры	 Аструктура 3-тәи аҩаӡара
 4-й уровень структуры	 Аструктура 4-тәи аҩаӡара
 5-й уровень структуры	 Аструктура 5-тәи аҩаӡара
 6-й уровень структуры	 Аструктура 6-тәи аҩаӡара
 7-й уровень структуры	 Аструктура 7-тәи аҩаӡара
 8-й уровень структуры	 Аструктура 8-тәи аҩаӡара
 9-й уровень структуры	 Аструктура 9-тәи аҩаӡара
10-й уровень структуры	 Аструктура 10-тәи аҩаӡара
Табуляция	abs
Другой:	Егьырҭқәа
Одинаковая ширина всех столбцов	Аиҵагылақәа ирзеицеиҟаро аҭбаара
Разделитель текста	Атеқст аиҟәшага
Заголовок	Ахқәа
Не разбивать таблицу	Еиҟәшатәӡам атаблица
Первые 	Актәиқәа 
строк	Ацәаҳәақәа
Автоформат...	Автоформат...
Новая адресная книга	Иҿыцу адрестә шәҟәы
Информация с адресом	Аинформациа адрес зцу
|<	|<
<	<
>|	>|
>	>
Найти...	_Иԥшаатәуп...
Настроить...	Ирхиатәуп...
Задать библиографическую ссылку	Абиблиографиатә зхьарԥшқәа рыриашара
Данные элемента	Аелемент адырқәа
Правка файла соответствия	Иашьашәало афаил ариашара
Элементы	Аелементқәа
Настроить список адресов	Ирхиатәуп адресқәа рыхьӡынҵа
До_бавить...	_Иацҵатәуп...
Элементы списка адресов:	Адресқәа рыхьӡынҵа аелементқәа:
Создать новый источник данных?	Иаԥҵатәума адырқәа рхыҵхырҭа ҿыц?
Не найдено источников данных. Создать новый?	Иԥшаам адырқәа рхыҵхырҭақәа. Иаԥҵатәума аҿыц?
Добавить буквицу	Иацҵатәуп ахалагаранбан
Символов:	Асимволқәа:
Расстояние до текста	Атеқст аҟынӡа ибжьоу
Установки	Архиарақәа
Стиль символов:	Асимволқәа рстиль:
Правка	Иԥсахтәуп
Список выбора	Алхрақәа рыхьӡынҵа
Редактирование разделов	Иԥсахтәуп апараметрқәа
Параметры...	_Апараметрқәа...
Раздел	Иалкаау
Связь	Азхьарԥш
Свойства	Аҷыдаҟазшьақәа:
Начать с	Алагамҭа арыцхә
Область текста	Атеқст аҭакыра
Получатель	Изауа
Поле базы данных	Адырқәа рбаза афаил
Изменить	Ихархәатәуп
слева	Арымарахь
сверху	Хыхьала
Ширина	_Аҭбаара:
Высота	Аҳаракыра:
Имя принтера	Апринтер ахьӡ
Текущий принтер	Уажәтәи апринтер
Найти только в	Иԥшаатәуп абра мацара
Тип	Атип:
Условие	Аҭагылазаашьа:
Пользовательский	Ахархәаҩ итип 1
Значение	Аҵакы:
Переместить вверх	Аҩада
Переместить вниз	Алада
Фильтр	Афильтр алхра
В_ыбор	Алхра
Невидимая	иубарҭам
Пусто	Мап
Не больше высоты страницы	Адаҟьа аҳаракыра еиҳамкәа
Стиль	Астильқәа
_Цвет	Аԥштәы
Длина линии	Аура
В конце страницы	Адаҟьа анҵәамҭаҿ
На одну страницу	Адаҟьаҟны
На один документ	Иаԥҵатәуп адокумент
В начале след. стр.	Анаҩстәи адаҟьа алагамҭаҿ
Пользовательский формат	Ахархәаҩ иформат
Собрать в конце текста	Еизгатәуп атеқст анҵәамҭаҿ
Имя	Ахьӡ:
Снизу	Илаҟәны
Интервал	Аинтервалқәа
Отступ слева	Арымарахь
По прав. краю	Арыӷьарахь
Свойства 	Аҷыдаҟазшьақәа:
Макрос	Амакросқәа
Альтернатива (только текст):	Альтернатива (атеқст мацара):
Следующая ссылка:	Анаҩстәи азхьарԥш:
Имена	Ахьӡ
Автоподбор	Авто-зыԥшаара
Исходный размер:	Ахалагаратә шәагаа:
К странице	Адаҟьахь
К абзацу	Абзац ахь
К символу	Асимвол ахь
Как символ	Асимвол еиԥш
По горизонтали	Горизонталла
~Положение	Аҭыԥ
Перейти к странице	Ииастәуп адаҟьахь
Страница:	Адаҟьа:
Пример	Аҿырԥштәқәа
Слово не найдено.	Аԥшааратә цәаҳәа ԥшаам
Ссылка:	Азхьарԥш: 
Округление	афунт
Процент	Апроценттә
Не равно	иаҟараӡам
Синус	Ашәагаа
Изменить номер страницы	Иԥсахтәуп адаҟьа аномер
Нумерация:	Аномерркра
Категория:	Акатегориа
Предварительный просмотр	Ахәаԥшра
Таблицу	Атаблица
Стиль абзаца:	Абзац астиль:
Выбрать...	Иалхтәуп
Вставить сценарий	Иҭаргылатәуа аишьҭагыла
Вставить таблицу	Ибжьаргылатәуп атаблица
Столбцов:	Аиҵагылақәа
Этикетки	Анапаҵаҩра
Средний	ибжьаратәу
Ширина:	_Аҭбаара:
Столбцы:	Аиҵагылақәа
Ширина страницы:	Адаҟьа аҭбаара
Высота страницы:	Адаҟьа аҳаракыра:
Сохранить...	Еиқәырхатәуп
По отдельности	Даҟьак
Строка	АЦӘАҲӘА
Нумерация строк	Амилаҭтә номерркра
Стиль символов:	Асимвол астиль:
Формат:	Аформат:
Интервал:	Аинтервал
строк(и)	Ацәаҳәа(қәа)
Вид	Ахәаԥшра
Информация о пользователе	Ахархәаҩ изку аинформациа
Выделенные записи	Иалкаау анҵамҭақәа
_До:	Хыхьла:
Записи	Анҵамҭа
Принтер	Апринтерқәа
Поле:	Аҭакырақәа
Формат файла:	Афаил аформат:
Формат письма:	Афаил аформат:
%PRODUCTNAME Writer	Атаблица %PRODUCTNAME Writer
Сохранить объединённый документ	Еиқәырхатәуп еилоу адокумент
Из шаблона	Ашаблон аҟынтәи...
Создать	~Ихиоуп
Подключение к источнику данных	Адырқәа рхыҵхырҭа аҽаҿакра
Создать новое соединение	Иаԥҵатәуп аимадара ҿыц
Соединиться	Иеимаздоу аҵәаӷәа
Объединить таблицы	Еидҵатәуп атаблицақәа
Режим	Амодель
Создание документа...	Адокумент аиқәырхара...
Выровнять по основному тексту	Еиҟаратәтәуп ихадоу атеқст ала
Значение поля	Аҭакыра Аҵакы
Со_здать...	Иаԥҵатәуп...
Отправить документы	Идәықәҵатәуп адокументқәа
Тема	Асубиект
Простой текст	Имариоу атеқст
Отправить все документы	Икьыԥхьтәуп адокументқәа зегьы
По	Хыхьла
Напечатать объединенный документ	Еиқәырхатәуп еилоу адокумент
Печатать документы	Икьыԥхьтәуп адокументқәа
Печатать все документы	Икьыԥхьтәуп адокументқәа зегьы
Сохранить документы	Еиқәырхатәуп адокументқәа
значение	Аҭакыра Аҵакы
Рассылка приостановлена	Адәықәҵара амуӡеит
Подробности	Хәҭа-хәҭала
Окрасить красным	Иҟаԥшьу аԥштәы
Базовый абзац	Ибазатәу абзац
Заголовок 1	Ахқәа
Заголовок 2	Ахқәа
Заголовок 3	Ахқәа
Базовый символ	Абазатә символ
Выбрать строки	Иалкаатәуп ацәаҳәа
Фигуры	Афигура
Изменить стиль	Иԥсахтәуп астиль
Начать заново с _этого абзаца	Иалагатәуп ҿыц абри абзац аҟынтәи
Объект	Аобиеқтқәа
По символу	асимвол ала
Сравнить документы	Еиҿырԥштәуп адокумент аверсиақәа
По умолчанию:	Астандарт
Заголовок:	Ахқәа
Список:	_Ахьӡынҵақәа
Указатель:	Аиндексқәа:
Основные шрифты (%1)	Ихадоу ашрифтқәа (%1)
Обновлять связи при загрузке	Ирҿыцлатәуп азхьарԥшқәа раартраан
Атрибуты:	Атрибутқәа
Подчёркнутый	Аҵшьра
Титульный	Атитултә
Удалённые фрагменты	Аныхра
Свойства новой таблицы	Атаблицаҿыц аҷыдаҟазшьақәа
Ввод в таблицы	Атаблицақәа рахь аҭагалара
Произвольный	Аҽеиҭакқәа
Число:	Ахыԥхьаӡаратә
Начать с:	Алагамҭа арыцхә
Положение и интервал	Аҭыԥи ашәагааи
1 колонка	Аиҵагыла
2 колонки	Аиҵагылақәа
3 колонки	Аиҵагылақәа
Дополнительно	Еиҭа апараметрқәа...
Размер:	Ашәагаа:
Ориентация:	Ахырхарҭа
Высота страницы	Адаҟьа аҳаракыра:
Поля:	Аҭакыра
Обычные	Инормалтәу
Широкие	Иҵәахтәуп
Номер:	Ахыԥхьаӡаратә
Фон:	Аҿаԥшыра
Таблица в 2 столбца	Аиҵагылақәа
Таблица в 3 столбца	Аиҵагылақәа
Положение на странице	Адаҟьаҟны аҭыԥ
на всех страницах	адаҟьақәа зегь рыҟны
на левых страницах	армарахьтәи адаҟьақәа рыҟны
на правых страницах	арӷьарахьтәи адаҟьақәа рыҟны
Скрытый текст	Иаҳамбо атеқст
Печатать текст чёрным	Икьыԥхьтәуп атеқст еиқәаҵәала
Печать изображения экрана	Аекран ақәҭыхымҭа акьыԥхьра
_Левые страницы	_Армарахьтәи адаҟьақәа
_Правые страницы	_Арӷьарахьтәи адаҟьақәа
Бро_шюрой	Аброшиура
В _конце страницы	_Адаҟьа анҵәамҭаҿ
Сохранить?	Еиқәырхатәума?
Выделить текст	Иалкаатәуп атеқст
Перезагрузить фрейм	Ҿыц иҭагалатәуп
Сохранить изображение...	Еиқәырхатәуп асахьа...
Добавить изображение	Иацҵатәуп асахьа
Как связь	Азхьарԥш еиԥш
Сохранить фон...	Еиқәырхатәуп аҿаԥшыра...
Копировать ссылку	Азхьарԥш акопиа ахыхтәуп
Загрузить изображение	Иҭагалатәуп асахьа
Переименовать автотекст	Автотеқст ахьӡ ԥсахтәуп
Автотекст	Ахьӡ
Изменить имя	Арегистр
Подбор размера	Ашәагаа азыԥшаара
Сохранить как HTML?	Еиқәырхатәума HTML ҳасабла?
Хотите сохранить документ как HTML?	Ишәҭахума адокумент HTML ҳасабла аиқәырхара?
Новый раздел	Афункциа ҿыц
Изменить таблицу...	Иԥсахтәуп атаблица...
Соединение с источником данных...	Адырқәа рхыҵхырҭа аҽаҿакра...
Выбрать автотекст:	Иалхтәуп автотеқст:
Автотекст - Группа	Автотеқст - Агәыԥ
Выделенное	Алхра
Выделить таблицу	Иалкаатәуп атаблица
Цвета	Аԥштәы
Символ 	Асимвол 
Язык	Абызшәақәа
Настройка	Архиарақәа
Пропустить все	Ибжьажьтәуп зегьы
Установить язык для выделения	Иқәыргылатәуп алкаараз абызшәа
Предыдущее изменение	Аԥхьатәи атаблица
Таблиц:	Атаблицақәа:
Изображений:	Асахьақәа
Объектов OLE:	OLE аобиеқтқәа
Абзацев:	Абзацқәа:
Слов:	Ажәақәа
Строк:	Ацәаҳәа(қәа)
Ширина столбца 2	Аиҵагыла аҭбаара
Ширина столбца 3	Аиҵагыла аҭбаара
Ширина столбца 4	Аиҵагыла аҭбаара
Ширина столбца 5	Аиҵагыла аҭбаара
Ширина столбца 6	Аиҵагыла аҭбаара
Ширина столбца 1	Аиҵагыла аҭбаара
Свойства таблицы	Атаблица аҷыдаҟазшьақәа
Колонки	Аиҵагыла
Со стилем страницы	Иԥсахтәуп адаҟьа астиль
Номер страницы	Адаҟьа аномер:
строки	Ацәаҳәақәа
Стиль абзаца	Абзац астиль
Стиль страницы	Атаблицақәа рстиль
Текстовая сетка	Атеқсттә каҭа
Ошибки	Агха
Символов в строке:	Асимволқәа ацәаҳәа аҟны:
Строк на странице:	Адаҟьаҟны ацәаҳәақәа:
Ширина символов:	Асимволқәа рыҭбаара:
Макс. кегль Ruby:	Атеқст хада ашәагаа
Размер основного текста	Атеқст хада ашәагаа
Титульная страница	Атитултә даҟьа
Поместить в	Ииагатәуп ахь
Создать титульные страницы	Иаԥҵатәуп атитултә даҟьақәа
Номер страницы:	Адаҟьа аномер:
Нумерация страниц	Амилаҭтә номерркра
Правка...	Иԥсахтәуп...
Заполнитель:	Ахарҭәаага:
По правому краю	Арӷьарахь ала
Номер	Ахыԥхьаӡаратә
Текст записи	Анҵара атеқст
Страница №	Адаҟьа №
Содержимому	Иаҵанакуа
По возрастанию 	Еиҵоу-еиҳаула
Для:	Аформа:
Всего документа	~Адокумент зегьы
Структуру	Аконтур
Дополнительные стили	Иацҵоу астильқәа
Применить стили...	Ихархәатәуп астильқәа...
Названия	Апараметрқәа
Ссылки	Азхьарԥш: 
Скобки:	Ахыцқәа
Форматирование элементов	Аелементқәа рформатркра
_Файл	Афаил
Язык:	Абызшәақәа
Назначение	Аиҟаратәра
Та_блицы	Атаблицақәа
Проверить параметры подключения...	Игәаҭатәуп аҿакра апараметрқәа...
Угол	акәакь
Выделение	Алхра
Стандартные страницы	Истандарту адаҟьақәа
С_верху	Хыхьла:
Расстояние	Аинтервалқәа
Первый абзац	Актәи абзац
to character	к символу
Default Character Style	Базовый
Click to toggle content visibility	Щелчок переключает показ содержимого
Numbering	Нумерация
Click a numbering style in the list, and then enter a name for the style. The numbers correspond to the outline level that the styles are assigned to.	Выберите стиль нумерации в списке и введите для него имя. Номера соответствуют уровням структуры, которым назначены стили.
Specify the formatting style for the selected part on the Structure line.	Укажите стиль форматирования для выделенной части строки Структура.
Here you can see the %PRODUCTNAME predefined contexts, including outline levels 1 to 10, numbering/bullets levels 1 to 10, table header, table contents, section, border, footnote, header and footer.	Здесь представлены заранее заданные контексты %PRODUCTNAME, в том числе уровни структуры от 1 до 10, уровни нумерации/маркеров от 1 до 10, заголовок таблицы, оглавление, раздел, обрамление, сноска, верхний и нижний колонтитул.
 2nd Numbering Level	 2-й уровень нумерации
 4th Numbering Level	 4-й уровень нумерации
 6th Numbering Level	 6-й уровень нумерации
 8th Numbering Level	 8-й уровень нумерации
10th Numbering Level	10-й уровень нумерации
Select the numbering style for the footnotes.	Выберите стиль нумерации для сносок.
Select the formatting style that you want to use for the line numbers.	Выберите стиль, который необходимо использовать для номеров строк.
Select the predefined numbering style that you want to assign to the selected outline level.	Выберите заранее заданный стиль нумерации, который требуется назначить выбранному уровню структуры.
Specifies the number format and the hierarchy for chapter numbering in the current document.	Задаёт числовой формат и иерархию для нумерации глав в текущем документе.
Select the format of the numbering character.	Выберите формат символа нумерации.
Link text frames	Связать врезки
Bullets	Маркеры
_Numbering style:	Стиль нумерации:
Numbering Style	Стиль нумерации
Text frame	Врезка
Next text frame	Следующая врезка
Text Frame	Врезка
_Add to Dictionary	Добавить в словарь
_Conditional Style	Условный стиль
Minimum space between numbering and text:	Минимальный интервал между номером и текстом:
Margins:	Поля:
Not register-true	Без приводки
No wrap	Без обтекания
Left wrap	Обтекание слева
Database s_election	В_ыбор базы данных
_Fixed content	Фиксированное содержимое
S_elect	В_ыбор
F_ormat	_Формат
Email options	Параметры почты
Printer options	Параметры принтера
Save As options	Сохранить параметры
Transfer status	Состояние передачи
Display formatting	Показать форматирование
Wrap Off	Без обтекания
_None	Нет
After	После
Protected	Защищено
~Zoom	Масштаб
Do~wnwards	В~низ
~Unprotect	Снять защиту
Show All	Показать все
Delete All	Удалить все
Missing hyphenation info	Отсутствует информация о переносе
