Атаблица акопиа ахыхтәуп	Копировать таблицу
Иқәыргылатәуп акурсор	Установить курсор
Иԥсахтәуп албаагақәа рырхиарақәа	Изменить настройки сносок
Еиҿырԥштәуп адокумент аверсиақәа	Сравнить версии документа
Ианыхтәуп афреим астиль: $1	Применить стиль фрейма: $1
Иҭаргылатәуп албаага	Вставить сноску
Иҭаргылатәуп URL акнопка	Вставить кнопку URL
Ибжьаргылатәуп агиперзхьарԥш...	Вставить гиперссылку
ианыхтәуп иҵәаху аҵанакы	удалить невидимое содержимое
Атаблица/аиндекс ԥсахуп	Таблица/индекс изменены
«	«
»	»
ирацәоу алхра	мультивыделение
Аҭагалара: $1	Ввод: $1
Иҭаргылатәуп аиҭныԥсахларатә гәынкылага	Вставить буфер обмена
→	→
адаҟьа аимҟьара	разрыв страницы
аиҵаҩ аимҟьара	разрыв колонки
Ибжьаргылатәуп $1	Вставка $1
$1 аныхра	Удаление $1
Атрибутқәа ԥсахуп	Атрибуты изменены
Атаблица ԥсахуп	Таблица изменена
Астиль ԥсахуп	Стиль изменён
Абзац аформат ԥсахуп	Формат абзаца изменён
Ибжьаргылатәуп ацәаҳәа	Вставка строки
Ацәаҳәа аныхра	Удаление строки
Абларҭа аҭаргылара	Вставка ячейки
Абларҭа аныхра	Удаление ячейки
$1 алаԥсахрақәа	$1 замен
Иԥсахтәуп адаҟьа астиль: $1	Изменить стиль страницы: $1
Иаԥҵатәуп адаҟьа астиль: $1	Создать стиль страницы: $1
Ианыхтәуп адаҟьа астиль: $1	Удалить стиль страницы: $1
Адаҟьа: $1 $2 $3 астиль ахьӡ ԥсахтәуп	Переименовать стиль страницы: $1 $2 $3
Аколонтитулқәа ԥсахуп	Колонтитулы изменены
Аҭакыра ԥсахуп	Поле изменено
Иаԥҵатәуп абзац астиль: $1	Создать стиль абзаца: $1
Ианыхтәуп абзац астиль: $1	Удалить стиль абзаца: $1
Абзац: $1 $2 $3 астиль ахьӡ ԥсахтәуп	Переименовать стиль абзаца: $1 $2 $3
Иаԥҵатәуп асимвол астиль: $1	Создать стиль символа: $1
Ианыхтәуп асимвол астиль: $1	Удалить стиль символа: $1
Асимвол: $1 $2 $3 астиль ахьӡ ԥсахтәуп	Переименовать стиль символа: $1 $2 $3
Иаԥҵатәуп афреим астиль: $1	Создать стиль фрейма: $1
Ианыхтәуп афреим астиль: $1	Удалить стиль фрейма: $1
Афреим: $1 $2 $3 астиль ахьӡ ԥсахтәуп	Переименовать стиль фрейма: $1 $2 $3
Иаԥҵатәуп ахьӡынҵа астиль: $1	Создать стиль списка: $1
Ианыхтәуп ахьӡынҵа астиль: $1	Удалить стиль списка: $1
Ахьӡынҵа: $1 $2 $3 астиль ахьӡ ԥсахтәуп	Переименовать стиль списка: $1 $2 $3
Агәылаҵа ахьӡ ԥсахтәуп: $1 $2 $3	Переименовать закладку: $1 $2 $3
аҭакыра	поле
Абзацқәа	Абзацы
афреим	фрейм
адиаграмма	диаграмма
акомментари	комментарий
еимаздо азхьарԥшқәа	перекрёстная ссылка
алитература ахьӡынҵа аелемент	элемент списка литературы
испециалтәу асимвол	спецсимвол
албаага	сноска
асахьа	изображение
аграфикатә обиеқт(қәа)	графический(е) объект(ы)
атаблица: $1$2$3	таблица: $1$2$3
абзац	абзац
Абзац адырга	Знак абзаца
Иԥсахтәуп аобиект %1 ахы	Изменить заголовок объекта $1
Иԥсахтәуп аобиект %1 ахҳәаа	Изменить описание объекта $1
Иаԥҵатәуп атаблица астиль: $1	Создать стиль таблицы: $1
Ианыхтәуп атаблица астиль: $1	Удалить стиль таблицы: $1
Ирҿыцтәуп атаблица астиль: $1	Обновить стиль таблицы: $1
Ианыхтәуп атаблица	Удалить таблицу
Хыхьтәи аколонтитул $(ARG1)	Верхний колонтитул $(ARG1)
Ҵаҟатәи аколонтитул $(ARG1)	Нижний колонтитул $(ARG1)
Ҵаҟатәи аколонтитул $(ARG1)	Сноска $(ARG1)
Анҵәамҭатә лбаага $(ARG1)	Концевая сноска $(ARG1)
$(ARG1) адаҟьа $(ARG2) аҟны	$(ARG1) на странице $(ARG2)
Адаҟьа $(ARG1)	Страница $(ARG1)
Аҟаҵарақәа	Действия
(Ахәаԥшра арежим)	(Режим просмотра)
%PRODUCTNAME адокуменқәа	Документы %PRODUCTNAME
Иауам асахьа аарԥшра.	Невозможно показать изображение.
Аиҭныԥсахларатә гәыкылага аҟынтәи аԥхьараан агха.	Ошибка чтения из буфера обмена.
Аиҵаҩ аимҟьара	Разрыв колонки
Аиҵагыла %COLUMNLETTER 	Столбец %COLUMNLETTER
Абларҭа	Ячейка
Мрагыларазиатәиқәа	Восточноазиатские
Иуадаҩу аҩырақәа рсистемақәа	Сложные системы письменности
Мраҭашәарахьтәиқәа	Западные
Адаҟьа аҿаԥшыра	Фон страницы
Асахьақәеи егьырҭ аграфикатә обиектқәеи	Изображения и другие графические объекты
Иҵәаху атеқст	Скрытый текст
Атеқст ахарҭәаага	Заполнитель текста
Анапхгара аелементқәа	Элементы управления
Икьыԥхьтәуп атеқст еиқәаҵәала	Печатать текст чёрным
Икьыԥхьлатәуп автоматикала иҭаргылоу иҭацәу адаҟьақәа	Печатать автоматически вставленные пустые страницы
Ақьаад анашьҭра апринтер архиарақәа ирықәыршәаны	Подача бумаги согласно настройкам принтера
Мап (адокумент мацара)	Нет (только документ)
Акомментариқәа рымацара	Только комментарии
Ииагатәуп адокумент анҵәамҭахь	Поместить в конце документа
Ииагатәуп адаҟьа анҵәамҭахь	Поместить в конце страницы
Акомментари	Комментарии
Аброшиура	Бро~шюрой
Армарахьтә - арӷьарахь	Слева направо
Арӷьарахьтә-армарахь	Справа налево
Иҭагӡатәуп аҭакырақәа	Поместить на полях
Аформула атип	Тип формулы
Аҵанакы	Содержимое
Аструктура аҩаӡара	Уровень структуры
Аиагара арежим	Режим перетаскивания
Аструктура аиҭныԥсахларақәа ргәынкылагахь	Структуру в буфер обмена
Ибжьаргылатәуп азхьарԥш ҳасабла	Вставить как связь
Иҭаргылатәуп копиа ҳасабла	Вставить как копию
Иактиву аԥенџьыр	Активное окно
иактиву	активный
иактивым	неактивный
Аимадара ариашара	Правка связи
Азхьарԥшқәа	Связи
Афаил ԥшаам: 	Файл не найден: 
Арымарахь: 	Слева: 
 Арыӷьарахь: 	 Справа: 
Аҩныҵҟа: 	Внутри: 
 Адәныҟа: 	 Снаружи: 
 Хыхьла: 	 Сверху: 
 Ҵаҟала: 	 Снизу: 
** Аинтакстә гха **	** Синтаксическая ошибка **
** Ноль ала ашара **	** Деление на нуль **
** Ииашамкәа ахыцқәа рхархәара **	** Неправильное применение скобок **
** Аквадрат афункциа аҭәцәара **	** Переполнение в функции квадрата **
** Аҭәцәара **	** Переполнение **
** Агха **	** Ошибка **
** Агха змо аҵакҳәага **	** Ошибочное выражение **
Агха: еимаздоу азхьарԥшқәа рхыҵхырҭа ԥшаам	Ошибка: источник перекрёстной ссылки не найден
 Y: %1 M: %2 D: %3 H: %4 M: %5 S: %6	 Г: %1 М: %2 Д: %3 Ч: %4 М: %5 С: %6
Алфавиттә ҭыԥрбага	Алфавитный указатель
Ахы	Оглавление
Абиблиографиа	Библиография
Атаблицақәа рыхьӡынҵа	Список таблиц
Аобиеқтқәа рыхьӡынҵа	Список объектов
Асахьақәа рыхьӡынҵа	Список иллюстраций
Ихадоу ажәақәа	Ключевые слова
Иаԥҵоуп	Создан
Иԥсахуп	Изменён
Икьыԥхьуп	Распечатан
Аредакциа	Редакция
Аредакциазура иақәырӡу аамҭа зегьы	Общее время редактирования
Аконвертациа $(ARG1)	Преобразование $(ARG1)
Актәи аконвертациа $(ARG1)	Первое преобразование $(ARG1)
Анаҩстәи аконвертациа $(ARG1)	Следующее преобразование $(ARG1)
Астатиа	Статья
Ашәҟәы	Книга
Аброшиура	Брошюра
Аилацәажәара апротокол	Протокол совещания
Ашәҟәы аҟынтәи ацыԥҵәахақәа	Выдержка из книги
Ахқәа змоу ашәҟәы аҟынтәи ацыԥҵәахақәа	Выдержка из книги с заглавием
Атехникатә документациа	Техническая документация
Адипломтә усумҭа	Дипломная работа
Адиссертациа	Диссертация
Аҭҵаара иазку аҳасабырба	Отчёт об исследовании
Икьыԥхьым	Неопубликованное
Веб-адаҟьа	Веб-страница
Ахархәаҩ итип 1	Пользовательский1
Ахархәаҩ итип 2	Пользовательский2
Ахархәаҩ итип3	Пользовательский3
Ахархәаҩ итип4	Пользовательский4
Ахархәаҩ итип5	Пользовательский5
Иркаҿны	Сокращённо
Автор(цәа)	Автор(ы)
Ашәҟәы ахқәа	Заглавие книги
Ахқәа	Глава
Аҭыжьымҭа	Издание
Аредактор	Редактор
Аҭыжьымҭа атип	Тип издания
Аномер	Номер
Адаҟьақәа рхыԥхьаӡара	Количество страниц
Ауниверситет	Университет
Аҳасабырба атип	Тип отчёта
Атом	Том
ISBN	ISBN
Аҭыԥрбага аелемент ариашара	Правка элемента указателя
Иҭаргылатәуп аҭыԥрбага аелемент	Вставить элемент указателя
Иаарԥштәуп акомментари	Показать комментарии
Иҵәахтәуп акомментари	Скрыть комментарии
Ари армаҷра ыҟоуп. Иалышәх даҽа хьӡык.	Это сокращение уже существует. Выберите другое имя.
Ианыхтәума автотеқст?	Удалить автотекст?
Ианыхтәуп акатегориа 	Удалить категорию 
?	?
Автотеқст:	Автотекст:
Еиқәырхатәуп автотеқст	Сохранить автотекст
Ари афаил иаҵанакуам автотеқст.	Этот файл не содержит автотекста.
Сара сАвтотеқст	Мой АвтоТекст
Армаҷраз автотеқст аелемент «%1» ԥшаам.	Элемент автотекста для сокращения «%1» не найден.
Иауам аҭаргылара атаблица ацәаҳәақәа ма аиҵагылақәа змам	Невозможно вставить таблицу без строк или столбцов
Иауам аҭаргылара атаблица, идуцәоуп	Невозможно вставить таблицу, слишком большая
Автотеқст аԥҵара ауам.	Невозможно создать автотекст.
%PRODUCTNAME %PRODUCTVERSION атеқсттә документ	Текстовый документ %PRODUCTNAME %PRODUCTVERSION
Асахьа (Атексттә документ %PRODUCTNAME %PRODUCTVERSION)	Изображение (Текстовый документ %PRODUCTNAME %PRODUCTVERSION)
Аобиект (Атексттә документ %PRODUCTNAME %PRODUCTVERSION)	Объект (Текстовый документ %PRODUCTNAME %PRODUCTVERSION)
Динамикала адырқәа реиҭныԥсахлара (DDE-аимадара)	Динамический обмен данными (DDE-связь)
Акомментариқәа зегьы	Все комментарии
Акомментари иҟынтә	Комментарии от 
(арыцхә ыҟам)	(нет даты)
(автор дамам)	(нет автора)
Аҭак $1 аҟны	Ответ на $1
Аредакциазутәуп аблок адрес зцу	Редактировать блок с адресом
Персоналла ахацәа ирызку аԥсшәаҳәара	Персональное приветствие для мужчин
Персоналла аҳәсаа ирызку аԥсшәаҳәара	Персональное приветствие для женщин
Аԥсшәаҳәара аелементқәа	Элементы приветствия
Иацҵатәуп аԥсшәаҳәарахь	Добавить к приветствию
Ианыхтәуп аԥсшәаҳәара аҟынтәи	Удалить из приветствия
Аԥсшәаҳәара	Приветствие
Ааҭгыларатә дырга	Знак препинания
Атеқсттә	Текстовый
Аԥсшәаҳәара ахәаԥшра	Просмотр приветствия
Адрес аелементқәа	Элементы адреса
Аҭакыра иақәшәақәо:	Совпадающие с полем:
 анеира залшом 	 не доступно 
Адресқәа рыхьӡынҵақәа(*.*)	Списки адресов(*.*)
%PRODUCTNAME Base (*.odb)	%PRODUCTNAME Base (*.odb)
%PRODUCTNAME Calc (*.ods;*.sxc)	%PRODUCTNAME Calc (*.ods;*.sxc)
%PRODUCTNAME Writer (*.odt;*.sxw)	%PRODUCTNAME Writer (*.odt;*.sxw)
dBase (*.dbf)	dBase (*.dbf)
Microsoft Excel (*.xls;*.xlsx)	Microsoft Excel (*.xls;*.xlsx)
Microsoft Word (*.doc;*.docx)	Microsoft Word (*.doc;*.docx)
Аҿарҵәиқәа рыла еиҟәшо атеқст (*.csv)	Текст разделённый запятыми (*.csv)
Microsoft Access (*.mdb,*.mde)	Microsoft Access (*.mdb,*.mde)
Microsoft Access 2007 (*.accdb,*.accde)	Microsoft Access 2007 (*.accdb,*.accde)
Адрестә шәҟәы %PRODUCTNAME (.csv)	Адресная книга %PRODUCTNAME (.csv)
Ахалагаратә документ алхра	Выбор начального документа
Адокумент атип алхра	Выбор типа документа
Адрес аблок аҭарргылара	Вставка блока адреса
Адресқәа рыхьӡынҵа алхра	Выбор списка адресов
Аԥсшәаҳәара аԥҵара	Создание приветствия
Аҭыԥнҵара архиара	Настройка разметки
Mail адәықәҵарақәа	Рассылка писем
Иацҵатәума адокумент агәаҭара ахы инаркны?	Продолжить проверку с начала документа?
Аорфографиа агәаҭара хыркәшоуп.	Проверка орфографии завершена.
Адырқәа рбаза ахьӡ	Имя базы данных
Ахы	Глава
Ашаблонқәа	Шаблоны
Адәықәҵаҩ	Отправитель
Иаԥҵатәуп аҽеиҭак	Задать переменную
Иаарԥштәуп аҽеиҭак	Показать переменную
Ибжьаргылатәуп аформула	Вставить формулу
Аҭагаларҭа аҭакыра	Поле ввода
Аҭагаларҭа аҭакыра (зыԥсахра ауа)	Поле ввода (изменяемое)
Аҭагаларҭа аҭакыра (ахархәаҩтәи)	Поле ввода (пользовательское)
DDE аҭакыра	Поле DDE
Инагӡатәуп амакрос	Выполнить макрос
Аномерркра адиапазон	Диапазон нумерации
Иазалхтәуп адаҟьа аҽеиҭак	Задать переменную страницы
Иаарԥштәуп адаҟьа аҽеиҭакқәа	Показать переменные страницы
URL адрес	Адрес URL
Еидҵатәуп асимволқәа	Объединить символы
Иқәыргылатәуп азхьарԥш	Установить ссылку
Иҭаргылатәуп азхьарԥш	Вставить ссылку
Анҵамҭа аномер	Номер записи
Аԥхьатәи адаҟьа	Предыдущая страница
Анаҩстәи адаҟьа	Следующая страница
Ахархәаҩ иҭакыра	Поле пользователя
Абиблиографиатә зхьарԥш	Библиографическая ссылка
Иҵәаху абзац	Скрытый абзац
Арыцхә (аԥсахра зымуа)	Дата (фикс.)
Аамҭа (аԥсахра зымуа)	Время (фикс.)
Ажәақәа	Слова
DDE автоматикала	DDE автоматически
DDE напыла	DDE вручную
[Атеқст]	[Текст]
Аҭел (аҩн.)	Тел. домашний
Аҭел (аус.)	Тел. рабочий
иаҿак.	вкл.
Афаил ахьӡ арҭбаарада	Имя файла без расширения
Амҩа/Афаил ахьӡ	Путь/Имя файла
Амҩа	Путь
Ахы ахьӡ	Название главы
Ахы аномер	Номер главы
Ахы ахьӡи аномери	Название и номер главы
A B C	A B C
a b c	a b c
A .. AA .. AAA	A .. AA .. AAA
a .. aa .. aaa	a .. aa .. aaa
Аримтә (I II III)	Римские (I II III)
Аримтә (i ii iii)	Римские (i ii iii)
Арабтә (1 2 3)	Арабские (1 2 3)
Адаҟьа астиль ала	По стилю страницы
Азхьарԥш атеқст	Текст ссылки
Хыхьла/Ҵаҟала	Сверху/Снизу
Адаҟьа астиль еиԥш	Как стиль страницы
Акатегориеи аномери	Категория и номер
Ахьӡ атеқст	Текст названия
Аномер (контексда)	Номер (без контекста)
Аномер (ихарҭәаау аконтекст)	Номер (полный контекст)
Астатиа a/az + 	Статья а/ая + 
Астстиа A/Az + 	Статья А/Ая + 
Афреим	Фрейм
Анаҩс, Акәымзар	Затем, Иначе
DDE алаҳәара	Объявление DDE
Иҵәахтәуп атеқст	Скрыть текст
Аҵаҳәара	Подсказка
Аҭыԥхгара	Смещение
Даҽакы:	Особо
Ашьаҿа горизонт. 	Шаг по горизонт.
Ашьаҿа верт.	Шаг по верт.
Армарахьтәи акьыԥшь	Левый край
Ажәақәеи асимволқәеи рыԥхьаӡара. Шәақәыӷәӷәа, адиалог «Ажәақәа рхыԥхьаӡара».	Подсчёт слов и символов. Щёлкните, чтобы открыть диалог «Количество слов».
Даҟьаклатәи аԥшра	Одностраничный вид
Амульти-даҟьалатәи аԥшра	Мультистраничный вид
Ашәҟәытә ԥшра	Книжный вид
Адокумент адаҟьа аномер. Ақәыӷәӷәара иаанартуеит адиалог «Ииастәуп адаҟьахь», арӷьарахьтәи ақәыӷәӷәара - агәылаҵақәа рыхьӡынҵа..	Номер страницы документа. Щелчок откроет диалог «Перейти к странице», правый щелчок - список закладок.
Адокумент аҟны адаҟьа аномер (акьыԥхьраан). Ақәыӷәӷәара иаанартуеит адиалог «Ииастәуп адаҟьахь».	Номер страницы в документе (при печати). Щелчок откроет диалог «Перейти к странице».
Адаҟьа астиль. Арӷьарахьтәи ақәыӷәӷәара астиль аԥсахразы, ақәыӷәӷәара - адиалог «Астильқәа»	Стиль страницы. Правый щелчок для изменения стиля, щелчок - диалог Стили.
Ахалагаранбан аҩадахьы	Буквица над
ацәаҳәақәа	строки
Ахалагаранбан ада	Без буквицы
Адаҟьақәа реимҟьарада	Без разрыва страниц
Ианырԥштәӡам	Не отражать
Ианырԥштәуп вертикалла	Отразить по вертикали
Ианырԥштәуп горизонталла	Отразить по горизонтали
Ианырԥштәуп вертикаллеи горизонталлеи	Отразить по вертикали и горизонтали
Горизонталла ианырԥштәуп еиҩшо адаҟьақәа рҟны	Отразить по горизонтали на чётных страницах
Асимволқәа рстиль	Стиль символов
Асимволқәа рстиль ада	Без стиля символа
Ҵаҟатәи аколонтитул ада	Без нижнего колонтитула
Хыхьтәи аколонтитул ада	Без верхнего колонтитула
(Адҳәалара мацара)	(Только привязка)
Афиксациа зызу аҳаракыра:	Фиксированная высота:
Имин. аҳаракыра:	Мин. высота:
абзац ахь	к абзацу
Адаҟьахь	к странице
Акоордината X:	Координата X:
Акоордината Y:	Координата Y:
хыхьла	сверху
Вертикалла ацентрла	Вертикально по центру
ҵаҟала	снизу
Ацәаҳәа ахыхь	Верх строки
Ацәаҳәа агәҭа	Центр строки
Ацәаҳәа аҵаҟа	Низ строки
арыӷьарахь	справа
Горизонталла ацентр ала	Горизонтально по центру
аҩныҵҟа	внутри
адәныҟа	снаружи
Ихарҭәаау аҭбаара	Полная ширина
Аиҟәыҭхага ҵәаӷәа аҭбаара:	Ширина разделительной линии:
Албаагақәа имакс. рҵакыра:	Макс. область сносок:
Изинтәуп ариашара адокумент «аԥхьара мацараз» аҟны	Разрешить правку в документе «только для чтения»
Еиҟәшатәуп	Разбить
Иадҳәалатәуп 	Связать с 
и	и 
Ацәаҳәақәа рыԥхьаӡара	Подсчёт строк
Ацәаҳәақәа ԥхьаӡатәӡам	Строки не считать
Иалагатәуп ацәақәа рыԥхьазара аҟынтә:	Начать подсчёт строк с: 
Ажжара: 	Яркость: 
Аҵәцара: 	Прозрачность: 
Ибжьаргылатәуп	Инвертировать
аинвертациа азутәӡам	не инвертировать
Аграфикатә режим: 	Графический режим: 
Истандарту	Стандарт
Аргьежьра	Вращение
Акаҭа ада	Без сетки
Акаҭа (аҵәаӷәақәа мацара рзы)	Сетка (только для линий)
Акаҭа (аҵәаӷәақәеи асимволқеи рзы)	Сетка (для линий и символов)
Атеқст иашьҭалатәуп	Следовать за текстом
Атеқст иашьҭалатәӡап	Не следовать за текстом
Еидҵатәуп аҿыкәырша	Объединить обрамление
Еидҵатәӡам аҿыкәырша	Не объединять обрамление
Анапхгара аелемент	Элемент управления
OLE аобиеқт	OLE-объект
Агәаларшәара	Напоминание
Даҽазнык аԥшаара	Повторить поиск
Атаблица аформула	Формула таблицы
Атаблица аформула иашаӡам	Неправильная формула таблицы
Анаҩстәи атаблица	Следующая таблица
Анаҩстәи асахьа	Следующий рисунок
Анаҩстәи анапхгара аелемент	Следующий элемент управления
Анаҩстәи алкаара	Следующий раздел
Анаҩстәи агәылаҵа	Следующая закладка
Анаҩстәи асахьа	Следующее изображение
OLE анаҩстәи аобиеқт	Следующий объект OLE
Анаҩстәи ахы	Следующий заголовок
Анаҩстәи алкаара	Следующее выделение
Анаҩстәи албаага	Следующая сноска
Анаҩстәи агәаларшәара	Следующее напоминание
Анаҩстәи акомментари	Следующий комментарий
Иацҵатәуп аԥшаара ԥхьаҟа	Продолжить поиск вперёд
Анаҩстәи аҭыԥрбага аелемент	Следующий элемент указателя
Аԥхьатәи атаблица	Предыдущая таблица
Аԥхьатәи асахьа	Предыдущий рисунок
Аԥхьатәи анапхгара аелемент	Предыдущий элемент управления
Аԥхьатәи алкаара	Предыдущий раздел
Аԥхьатәи агәылаҵа	Предыдущая закладка
Аԥхьатәи асахьа	Предыдущее изображение
OLE аԥхьатәи аобиект	Предыдущий объект OLE
Аԥхьатәи алкаара	Предыдущее выделение
Аԥхьатәи албаага	Предыдущая сноска
Аԥхьатәи агәаларшәара	Предыдущее напоминание
Аԥхьатәи акомментари	Предыдущий комментарий
Иацҵатәуп аԥшаара шьҭахьҟа	Продолжить поиск назад
Аԥхьатәи аҭыԥрбага аелемент	Предыдущий элемент указателя
Атаблица аԥхьатәи аформула	Предыдущая формула таблицы
Атаблица анаҩстәи аформула	Следующая формула таблицы
Атаблица иаԥхьааиуа игхатәу аформула	Предыдущая ошибочная формула таблицы
Атаблица анаҩстәи игхатәу аформула	Следующая ошибочная формула таблицы
Ибжьаргылатәуп	Вставлено
Ианыхуп	Удалено
Иформатркуп	Отформатировано
Ихархәоуп абзац астиль	Применён стиль абзаца
Ацәаҳәа ҭаргылоуп	Строка вставлена
Абларҭа ҭаргылоуп	Ячейка вставлена
Абларҭа аныхуп	Ячейка удалена
Анҵәамҭатә лбаага: 	Концевая сноска: 
Албаага: 	Сноска: 
%s-ақыәӷәӷәара смарт-тегқәа рыхкынҵа аартразы	%s-щелчок для открытия меню смарт-тегов
Хыхьтәи аколонтитул (%1)	Верхний колонтитул (%1)
Актәи адаҟьа хыхьтәи аколонтитул (%1)	Верхний колонтитул первой страницы (%1)
Армарахьтәи адаҟьа хыхьтәи аколонтитул (%1)	Верхний колонтитул левой страницы (%1)
Арӷьарахьтәи адаҟьа хыхьтәи аколонтитул (%1)	Верхний колонтитул правой страницы (%1)
Ҵаҟатәи аколонтитул (%1)	Нижний колонтитул (%1)
Актәи адаҟьа ҵаҟатәи аколонтитул (%1)	Нижний колонтитул первой страницы (%1)
Армарахьтәи адаҟьа ҵаҟатәи аколонтитул (%1)	Нижний колонтитул левой страницы (%1)
Арӷьарахьтәи адаҟьа ҵаҟатәи аколонтитул (%1)	Нижний колонтитул правой страницы (%1)
Ианыхтәуп хыхьтәи аколонтитул...	Удалить верхний колонтитул...
Адаҟьа аформат	Форматировать верхний колонтитул...
Ианыхтәуп ҵаҟатәи аколонтитул...	Удалить нижний колонтитул...
Иформатрктәуп ҵаҟатәи аколонтитул...	Форматировать нижний колонтитул...
Асахьа аартра ауам	Невозможно открыть изображение
Асахьа аԥхьара ауам	Невозможно прочитать изображение
Асахьа идырым аформат	Неизвестный формат изображения
Агрфикатә фаил ари аверсиа аднакылашом	Не поддерживается эта версия графического файла
Иԥшаам асахьа афильтр	Не найден фильтр изображения
Асахьа аҭаргыларазы иазхом агәынкылара.	Недостаточно памяти для вставки изображения.
Акомментари:	Комментарий: 
Аҭаргылара	Вставка
Атаблица аредакциазура	Редактирование таблицы
Адаҟьа 	Страница 
Адаҟьа %1 %2 аҟынтәи	Страница %1 из %2
Адаҟьа %1 %2 аҟынтәи (адаҟьа %3)	Страница %1 из %2 (страница %3)
Атаблица ацәаҳәа	Строка таблицы
Атаблица абларҭа	Ячейка таблицы
HTML (%PRODUCTNAME %PRODUCTVERSION) адокумент	Документ HTML (%PRODUCTNAME %PRODUCTVERSION)
Аҩаӡара 	Уровень 
Афаил «%1» аԥшаара амуит «%2» амҩа ала.	Невозможно найти файл «%1» по пути «%2».
Ахархәаҩ иҭыԥрбага	Указатель пользователя
<мап>	<Нет>
Атабулиациа ашьаҿа	Шаг табуляции
Ахы аинформациа	Информация главы
Агиперзхьарԥш алагамҭа	Начало гиперссылки
Агиперзхьарԥш анҵәамҭа	Конец гиперссылки
Абиблиографиатә зхьарԥш:	Библиографическая ссылка: 
Асимволқәа рстиль: 	Стиль символов: 
Аструктура атеқст	Текст структуры
Шәақәыӷәӷәа Ctrl+Alt+A иацҵоу аоперациақәа рзы	Нажмите Ctrl+Alt+A для дополнительных операций
Шәрықәыӷәӷәала армарахьтәии арӷьарахьтәии ахыцқәа аструктура аелементқәа рнапхгара алхразы	Нажимайте левую и правую стрелки для выбора элементов управления структуры
Иалышәх афаил амаҭәартә ҭыԥрбагаз (*.sdi)	Выбранный файл для предметного указателя (*.sdi)
Абазатә ҵәаӷәа хыхьла	Базовая линия сверху
Абазатә ҵәаӷәа ҵаҟала	Базовая линия снизу
Абазатә ҵәаӷәа ацентр ала	Базовая линия по центру
Ибжьаргылатәуп аобиеқт(қәа)	Вставить объект
 (Ашаблон: 	 (Шаблон: 
(Абзац астиль: 	(Стиль абзаца: 
Ари адаҟьа аҟны аномер ақәыргылара ауам. Армарахьтәи адаҟьақәа рҟны иқәыргылазар ауеит мацара еиҩшо, арӷьарахьтәи - мацара еиҩымшо ацифрақәа.	Невозможно поставить номер данной страницы. На левых страницах могут быть проставлены только чётные, на правых - только нечётные цифры.
%PRODUCTNAME %PRODUCTVERSION еилоу адокумент	Составной документ %PRODUCTNAME %PRODUCTVERSION
Ажәамаӡа ықәыргылам.	Пароль не установлен.
Аиагагақәа рыргылара хыркәшоуп	Расстановка переносов завершена
Иқәыргылатәуп абызшәа ишыҟаз	Установить основной язык
Аилыркаарақәа...	Пояснения...
Испециалу аҵакырақәа ргәаҭара аҿыхуп. Зегь акоуп игәаҭатәума?	Проверка специальных областей отключена. Проверить всё равно?
Иауам адокументқәа реидҵара.	Невозможно объединить документы.
Ахалагаратә теқст аҭагалара ауам.	Невозможно загрузить исходный текст.
Ахкынҵа «Аервис/Апараметрқәа/%1/Акьыԥхьра» аҟны афакс-принтер ықәыргылаӡам.	В меню «Сервис/Параметры/%1/Печать» факс-принтер не установлен.
Ахыҵхырҭа арбам.	Источник не указан.
Аструктура 	Структура 
Албаага ариашара/анҵәамҭатә лбаага	Правка сноски/концевой сноски
Иԥшаатәу ажәа ԥсахуп XX нтә.	Искомое слово заменено XX раз.
Ацәаҳәа 	Строка 
Аиҵагыла 	Столбец 
Ахалагаратә теқст аекспорт...	Экспорт исходного текста...
Ахыҵхырҭа акопиақәа рекспорт...	Экспорт копии источника...
Адәықәҵара: %1	Отправка: %1
Қәҿиарала идәықәҵоуп	Успешно отправлено
Адәықәҵара амуӡеит	Отправка не удалась
COMPANY;CR;FIRSTNAME; ;LASTNAME;CR;ADDRESS;CR;CITY; ;STATEPROV; ;POSTALCODE;CR;COUNTRY;CR;	COMPANY;CR;FIRSTNAME; ;LASTNAME;CR;ADDRESS;CR;CITY; ;STATEPROV; ;POSTALCODE;CR;COUNTRY;CR;
 Иҵабыргуп 	 Действительна 
Иҵабыргӡам	Недействительна
Анапаҵаҩра ҵабыргӡам	Подпись недействительна
Анапаҵаҩуп	Подписано
Абзац анапаҵаҩра	Подпись абзаца
Авизиттә картақәа	Визитные карточки
E-Mail архиарақәа	Настройки электронной почты
Ибжьаргылатәуп	Вставка
Иԥшаатәу аилкаа	Искомое понятие
Альтенативатә елемент	Альтернативный элемент
1-тәи ацаԥха	1-й ключ
2-тәи ацаԥха	2-й ключ
Ҳасаб азутәуп арегистр	Учитывать регистр
Ажәа мацара	Только слово
Даҽакы:	Другое
Ианыхтәуп иҭацәу абзацқәа	Удалить пустые абзацы
Ихархәатәуп алаԥсахрақәа ртаблица	Использовать таблицу замен
Ириашалатәуп анбан ДУқәа ҨБа ажәа алагамҭаҿ	Исправлять ДВе ПРописные буквы в начале слова
Ҳәоу цыԥхьаӡа иалагалатәуп нбан дула	Начинать каждое предложение с прописной буквы
Иалаԥсахлатәуп ахархәаҩ истильқәа	Заменять стили пользователя
Амаркерқәа ԥсахуп	Маркеры заменены
Автоматикала_иаҵшьлатәуп_	Автоматически _подчёркивать_
