Аԥсны Аҳәынҭқарра Аҭаацәаратә Закәанеидкыла	Семейный кодекс республики абхазия
ацхыраара зҭаху акрыззымуа аԥшәма акры изымуа арыжәтәи арҩашьыгатә маҭәашьари иҽрыдцалара мамзаргьы гәҭакылатәи ацәгьаура иҟаиҵаз ирыхҟьаны дҟалазар;	в случае, если нетрудоспособность нуждающегося в помощи супруга наступила в результате злоупотребления спиртными напитками, наркотическими средствами или в результате совершения им умышленного преступления;
аиԥшәымацәа реицынхара аамҭа маҷызҭгьы;	в случае непродолжительности пребывания супругов в браке;
аныҟәгаԥса азшәара иаҳәауа аԥшәма аҭаацәа рҿы реиԥшәмара аԥыххаанӡа ишахәҭам ихы мҩаԥигозҭгьы.	в случае недостойного поведения в семье супруга, требующего выплаты алиментов.
15 Ахы. аҭаацәараҿ егьырҭ алахәылацәа ааӡаԥса (аныҟәгаԥса) ашәаразы руалԥшьақәа	Глава 15. Алиментные обязательства других членов семьи
Аишьцәа аиҳәшьцәа, зықәра намӡаци зхы изамыхәои рныҟәгаразы зықәра наӡахьо рашьцәеи раҳәшьцәеи руалԥшьақәа	Обязанности братьев и сестер по содержанию своих несовершеннолетних и нетрудоспособных совершеннолетних братьев и сестер
Ацхыраара иаргәаҟуа зықәра намӡац ахәыҷқәа изхылҵыз рҟынтәи ааӡаԥса роура залымшо ианыҟоу азин рымоуп аӡбаратә ԥҟарала зџьаԥса аиоуратә қәра наӡахьо, акрура зылшо насгьы акры змоу рашьцәа раҳәшьцәа рҟынтәи аныҟәгаԥса аиоура. Убри аҩызаҵәҟьа аҳәара аҟаҵара азин рымоуп акрура злымшо ацхыраара иаргәаҟуа зықәра наӡахьо аишьцәа аиҳәшьцәа, дара ирхылҵыз зықәра наӡахьо акрура зылшо рҟынтәи, мамзаргьы ԥыхьа ирыԥшәымацәаз рҟынтәи, иара убас изхылҵыз рахьынтәи рыхныҟәгага рызҭо дыҟамзар.	Несовершеннолетние, нуждающиеся в помощи братья и сестры, в случае невозможности получения содержания от своих родителей имеют право на получение в судебном порядке алиментов от своих трудоспособных совершеннолетних братьев и сестер, обладающих необходимыми для этого средствами. Такое же право предоставляется нетрудоспособным нуждающимся в помощи совершеннолетним братьям и сестрам, если они не могут получить содержание от своих трудоспособных совершеннолетних детей, супругов (бывших супругов) или от родителей.
Амоҭацәа рныҟәгаразы андуи абдуи руалԥшьақәа	Обязанности дедушки и бабушки по содержанию внуков
Ацхыраара зҭаху зықәра намӡац амоҭацәа изхылҵыз рҟынтәи ааӡаԥса роура залымшо ианыҟоу, азин рымоуп аӡбаратә ԥҟара ала ааӡаԥса ашәаразы алшара змоу андуи абдуи  рҟынтәи уи ацхыраара аиоура. Убри аҩызаҵәҟьа азин рымоуп зықәра наӡахьо, акрыззымуа, ахныҟәгага иаргәаҟуа амоҭацәа, урҭ рыԥшәмацәа (уаанӡатәи рыԥшәмацәа) рҟынтәи мамзаргьы изхылҵыз рҟынтәи ааӡаԥса мамзаргьы аныҟәгаԥса роуртә еиԥш аҭагылазаашьа рымамзар.	Несовершеннолетние, нуждающиеся в помощи внуки, в случае невозможности получения содержания от своих родителей имеют право на получение в судебном порядке алиментов от своих дедушки и бабушки, обладающих необходимыми для этого средствами. Такое же право предоставляется совершеннолетним нетрудоспособным нуждающимся в помощи внукам, если они не могут получить содержание от своих супругов (бывших супругов) или от родителей.
Андуи абдуи рныҟәгаразы амоҭацәа, руалԥшьақәа	Обязанности внуков содержать дедушку и бабушку
Ахныҟәгага змам акрыззымуа андуи абдуи ирхылҵыз рҟынтәи рныҟәгара зылшо дыҟамзар азин рымоуп зықәра наӡахьо акыр зылшо рмоҭацәа рҟынтәи ахныҟәгага аиоуразы аԥҟадҵа аӡбарахь алагалара.	Нетрудоспособные, нуждающиеся в помощи дедушка и бабушка, в случае невозможности получения содержания от своих совершеннолетних трудоспособных детей или от супруга (бывшего супруга) имеют право требовать в судебном порядке получения алиментов от своих трудоспособных совершеннолетних внуков, обладающих необходимыми для этого средствами.
Иааӡоу атәымхәыҷқәа изааӡаз рныҟәгаразы руалԥшьақәа	Обязанности воспитанников содержать своих фактических воспитателей
Зықәра намӡац атәым хәыҷқәа зааӡаз (иныҟәызгаз), ахныҟәгаага иаргәаҟуа иҟоу ауаатәыҩса азин рымоуп зықәра наӡахьо, алшара змоу  рааӡамҭа иҟынтәи аӡбаратә ԥҟара ала ахныҟәгага аиоуразы аԥҟадҵа аҟаҵара зықәра наӡахьо акрура зылшо рхатә хәыҷқәа рҟынтәи мамзаргьы рыԥшәмацәа (ԥыхьатәи рыԥшәмацәа) рҟынтәи ахныҟәгага роуртә иҟамзар.	Нетрудоспособные нуждающиеся лица, осуществлявшие фактическое воспитание и содержание несовершеннолетних детей, имеют право требовать в судебном порядке предоставления содержания от своих трудоспособных воспитанников, достигших совершеннолетия, если они не могут получить содержание от своих совершеннолетних трудоспособных детей или от супругов (бывших супругов).
Аӡбара ақәиҭуп ирааӡаз, дзааӡаз иныҟәгаразы иду ауалԥшьа аҟынтәи ихы иақәиҭтәра уи хәышықәса иреиҵаны ааӡара дыҟазҭгьы, иара убас ирааӡаз иааӡареи иныҟәгареи ирыгыжьны инаигӡозҭгьы.	Суд вправе освободить воспитанников от обязанности содержать фактических воспитателей, если последние содержали и воспитывали их менее пяти лет, а также, если они содержали и воспитывали своих воспитанников ненадлежащим образом.
Абри ахәҭаҷ 1 ахәҭаҿы иазыԥхьагәаҭоу  ауалԥшьақәа ахахәылхҩы дызхылаԥшуа ауаҩытәыҩса идҵара ҟалаӡом.	Обязанности, предусмотренные частью 1 настоящей статьи, не возлагаются на лиц, находившихся под опекой (попечительством).
Абԥсеи Анԥсеи рныҟәгаразы аԥаԥсеи аԥҳаԥсеи руалԥшьақәа	Обязанности пасынков и падчериц по содержанию отчима и мачехи
Ахныҟәгага змам ацхыраара иаргәаҟуа анԥсеи абԥсеи аԥаԥсеи аԥҳаԥсеи зааӡаз насгьы иныҟәызгоз азин рымоуп ирааӡаз, зықәра наӡахьо, алшара змоу рԥаԥсеи рыԥҳаԥсеи рҟынтәи рыхныҟәгага роуларц азы аӡбарахь аԥҟадҵа  алагалара урҭ дара ирхылҵыз зықәра наӡахьо рхәыҷқәа рҟынтәи мамзаргьы рыԥшәмацәа (ԥыхьатәи рыԥшәмацәа) рҟынтәи ахныҟәгага роуртә иҟамзар.	Нетрудоспособные нуждающиеся в помощи отчим и мачеха, воспитывавшие и содержавшие своих пасынков или падчериц, имеют право требовать в судебном порядке предоставления содержания от трудоспособных совершеннолетних пасынков или падчериц, обладающих необходимыми для этого средствами, если они не могут получить содержание от своих совершеннолетних трудоспособных детей или от супругов (бывших супругов).
Аҭаацәара егьырҭ алахәылацәа рзы аӡбаратә ԥҟара ала ирықәныркыло ааӡаԥса (аныҟәгаԥса) ашәагаақәа	Размер алиментов, взыскиваемых на других членов семьи в судебном порядке
Абри Азакәанеидкыла ахәҭаҷқәа 95-99 рҿы иазыԥхьагәаҭоу ааӡаԥса (аныҟәгаԥса) рышәагааи рынагӡашьеи шьақәыргылазар алшоит аганқәа реиқәшаҳаҭра ала.	Размер и порядок уплаты алиментов на лиц, указанных в статьях 95 – 99 настоящего Кодекса, могут быть определены соглашением сторон.
Аҩганк реиқәшаҳаҭра аныҟам Аӡбара аԥҟара ала, ирықәныркыло ааӡаԥса (аныҟәгаԥса) шьақәнаргылоит Аӡбара изшәауа имазаратә-ҭаацәаратә ҭагылазаара иара убас, егьырҭ хырҩа ззура ахәҭоу аганқәа разҿлымҳарақәа хшыҩзышьҭра рзуны есымза ишәатәу ҵыхәаԥҵәаралатәи ашәагаа ала.	При отсутствии соглашения сторон размер алиментов, взыскиваемых в судебном порядке, в каждом отдельном случае устанавливается судом исходя из материального и семейного положения плательщика и получателя алиментов и других заслуживающих внимания интересов сторон в твердой денежной сумме, подлежащей уплате ежемесячно.
Аныҟәгаԥса (ааӡаԥса) аиоура иаҳәо аҭаацәара алахәылаҩ иныҟәгара ԥыҭҩык еицыруалԥшьазар Аӡбара урҭ рмазаратә-ҭаацәаратә ҭагылазаашьа иахәаԥшны ишьақәнаргылоит аныҟәгаԥса (ааӡаԥса) ашәараҿы досу ихәҭаа. Аныҟәгаԥса (ааӡаԥса) ашәагаа ашьақәыргылараан Аӡбара ақәиҭуп ашәара зыхәҭоу зегьы аҳасаб ралаҵара, азыҳәаратә арзаҳал аҿы заҟаҩы арбазаалакгьы.	Если содержать члена семьи, требующего алименты, обязаны одновременно несколько лиц, суд в зависимости от их материального и семейного положения определяет размер участия каждого из них в выполнении алиментной обязанности. При определении размера алиментов суд вправе учесть всех лиц, обязанных уплачивать алименты, независимо от того, предъявлен иск ко всем этим лицам, к одному из них или к нескольким из них.
16 Ахы. ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра	Глава 16. Соглашение об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра абжьаҵара	Заключение соглашения об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы (ашәагааи ашәашьа аԥҟарақәеи рзы) аиқәшаҳаҭра рыбжьарҵоит ааӡаԥса зшәауеи уи зауеи рыбжьара. Изшәогьы изауагьы хымхәацәазар усҟан аиқәшаҳаҭра рыбжьарҵоит урҭ рхаҭарнакцәа. Бжам-ҽам ахымхәацәа ааӡаԥса (ахныҟәгаԥса) ашәаразы (аиоуразы) аиқәшаҳаҭра рыбжьарҵоит аха урҭ закәанлатәи рхаҭарнакцәа, ақәшаҳаҭны.	Соглашение об уплате алиментов (размере, условиях и порядке выплаты алиментов) заключается между лицом, обязанным уплачивать алименты, и их получателем, а при недееспособности лица, обязанного уплачивать алименты, и (или) получателя алиментов – между законными представителями этих лиц. Не полностью дееспособные лица заключают соглашение об уплате алиментов с согласия их законных представителей.
Ааӡаԥса (аныҟәгаԥса) ашәаразы ирыбжьарҵо аиқәшаҳаҭра аформа	Форма соглашения об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра рыбжьарҵоит ҩыралатәи аформа ала, аноториалтә ршаҳаҭрала ирҵабыргны.	Соглашение об уплате алиментов заключается в письменной форме и подлежит нотариальному удостоверению.
Ааӡаԥса (аныҟәагԥса) ашәаразы закәанла ишьақәыргыло аформа ақәымныҟәара иахылҿиаауеит Аԥсны Аҳәынҭқарра атәылауаҩратә закәанеидкыла ахәҭаҷ 165, 1 ахәҭаҿы иазыԥхьагәаҭоу аҵыхәтәақәа.	Несоблюдение установленной законом формы соглашения об уплате алиментов влечет за собой последствия, предусмотренные частью 1 статьи 165 Гражданского кодекса Республики Абхазия.
Анотариалтә усбарҭа ала ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра анагӡагатә бӷьыц амч амоуп.	Нотариально удостоверенное соглашение об уплате алиментов имеет силу исполнительного листа.
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра абжьаҵашьа, анагӡашьа, аԥсахшьа, аԥыхшьа, иара убас уи ииашам ҳәа азхаҵара.	Порядок заключения, исполнения, изменения, расторжения и признания недействительным соглашения об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра абжьаҵара, анагӡара, аԥыхра, ииашам ҳәа азхаҵара раан ахархәара рымоуп атәылауаҩратә-зинтә еиқәшаҳаҭрақәа рыбжьаҵара, рынагӡара, раԥыхра, ииашам ҳәа разхаҵара ҭышәнзыртәало, Аԥсны Аҳәынҭқарра Атәылауаҩратә закәанеидкыла анорма.	К заключению, исполнению, расторжению и признанию недействительным соглашения об уплате алиментов применяются нормы Гражданского Кодекса Республики Абхазия, регулирующие заключение, исполнение, расторжение и признание недействительными гражданско-правовых сделок.
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра аԥсахра, мамзаргьы аԥыхра алшоит ианакәзаалакгьы аҩганкгьы анеиқәшаҳаҭхалакь. Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра аԥсахра мамзаргьы аԥыхра мҩаԥгазароуп ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра злаҟаҵо аформа ала.	Соглашение об уплате алиментов может быть изменено или расторгнуто в любое время по взаимному согласию сторон. Изменение или расторжение соглашения об уплате алиментов должно быть произведено в той же форме, что и само соглашение об уплате алиментов.
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра ганкымацарала мап ацәкра мамзаргьы уи аҭагылазаара ганкырацәала аԥсахра ҟалаӡом.	Односторонний отказ от исполнения соглашения об уплате алиментов или одностороннее изменение его условий не допускаются.
Аиқәшаҳатра аганқәа мазаралеи ҭаацәалеи ирныԥшыртә еиԥш аиҭакра анроу мамзаргьы ааӡаԥса (аныҟәгаԥса) ашәаразы аԥсахразы мамзаргьы аԥыхра азы аиқәшаҳаҭра анырзыбжьамҵа, иазҿлымҳау аган ақәиҭуп ирыбжьоу аиқәшаҳаҭра рыбжьыхразы мамзаргьы аԥсахразы азыҳәатә рзаҳал аӡбарҭахь алагалара. Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра аԥсахра мамзаргьы аԥыхра азы Аӡбара азыӡба анаднакыло иақәиҭуп изакәызаалакгьы аганқәа хырҩа рыҭара злалшо аҭагылазаашьа зҿлымҳара азура.	В случае существенного изменения материального или семейного положения сторон и при недостижении соглашения об изменении или о расторжении соглашения об уплате алиментов заинтересованная сторона вправе обратиться в суд с иском об изменении или о расторжении этого соглашения. При решении вопроса об изменении или о расторжении соглашения об уплате алиментов суд вправе учесть любой заслуживающий внимания интерес сторон.
Ааӡаԥса (аныҟәгаԥса) ашәаразы, ааӡаԥса (аныҟәгаԥса) зауа изҿлымҳарақәа ирԥырхаго аиқәшаҳаҭра ииашам ҳәа азхаҵара	Признание недействительным соглашения об уплате алиментов, нарушающего интересы получателя алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы ирыбжьарҵаз аиқәшаҳаҭра, зықәра намӡац ахәыҷы мамзаргьы зықәранаӡахьо ихымхәо аҭаацәара алахәылаҩ рызҿлымҳарақәа акыр ԥырхага рнаҭозар, ҷыдала: абри Азакәанеидкыла ахәҭаҷ 105 2-тәи ахәҭа аԥҟарақәа рықәымныҟәара, усҟан уи аиқәшаҳаҭра, зықәра намӡац мамзаргьы зықәра наӡахьо аха ихымхәо аҭаацәара алахәылаҩ закәанлатәи рхаҭарнакцәа, иара убас, абекәынреи ахахәылхреи русбарҭа, мамзаргьы апрокурор, иқәдыргыло аԥҟадҵа ҵаҵӷәыс иаҭаны Аӡбара уи ақәшаҳаҭра ииашам ҳәа азхаҵара алшоит.	Если предусмотренные соглашением об уплате алиментов условия предоставления содержания несовершеннолетнему ребенку или совершеннолетнему недееспособному члену семьи существенно нарушают их интересы, в частности в случае несоблюдения требований части 2 статьи 105 настоящего Кодекса, такое соглашение может быть признано недействительным в судебном порядке по требованию законного представителя несовершеннолетнего ребенка или совершеннолетнего недееспособного члена семьи, а также органа опеки и попечительства или прокурора.
Ааӡаԥса (аныҟәгаԥса) ашәаразы ирыбжьоу аиқәшаҳаҭра ала иршәауа ааӡаԥса (аныҟәгаԥса) ашәагаа	Размер алиментов, уплачиваемых по соглашению об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы ирыбжьоу аиқәшаҳаҭра ала иршәауа ааӡаԥса (аныҟәгаԥса) ашәагаа шьақәдыргылоит аиқәшаҳаҭра аганқәа иара уи аиқәшаҳаҭраҿы.	Размер алиментов, уплачиваемых по соглашению об уплате алиментов, определяется сторонами в этом соглашении.
Зықәра намӡац изы еиқәшаҳаҭрала ишьақәыргыло ааӡаԥса шәагаала, Аӡбара аԥҟарала ааӡаԥса зшәо иқәныркылаша ааӡаԥса, ашәагаа аҵкьыс еиҵамзароуп (абри Азакәанеидкыла ахәҭаҷ 83).	Размер алиментов, устанавливаемый по соглашению об уплате алиментов на несовершеннолетних детей, не может быть ниже размера алиментов, которые они могли бы получить при взыскании алиментов в судебном порядке (статья 83 настоящего Кодекса).
Ааӡаԥса (аныҟәгаԥса) ашәаразы ирыбжьарҵо аиқәшаҳаҭрала ишәатәу ааӡаԥса (аныҟәгаԥса) ашәашьеи ашәара аиҿкаареи	Способы и порядок уплаты алиментов по соглашению об уплате алиментов
Аиқәшаҳаҭрала ишәатәу ааӡаԥса (аныҟәгаԥсақәеи) ашәашьеи ашәаратә аԥҟареи уи аиқәшаҳаҭраҿы иазыԥхьагәарҭоит.	Способы и порядок уплаты алиментов по соглашению об уплате алиментов определяются этим соглашением.
Ааӡаԥса (аныҟәгаԥса) ишәалазар алшит ааӡаԥса (аныҟәгаԥса) ашәара зду иуалафахәы мамзаргьы имоу даҽа лагалак ахәҭаак ашьақәыргыларала; ҵыхәаԥҵәарала ишьақәыргыло аамҭа-аамҭала; ҵыхәаԥҵәарала ишьақәыргыло ашәаага знык ала иара убас ааӡаԥса (аныҟәгаԥса) зызшәатәу мазарак иҭарала мамзаргьы аиқәшаҳаҭра зызрыбжьарҵаз даҽакала ашәарала.	Алименты могут уплачиваться в долях к заработку и (или) иному доходу лица, обязанного уплачивать алименты; в твердой денежной сумме, уплачиваемой периодически; в твердой денежной сумме, уплачиваемой единовременно; путем предоставления имущества, а также иными способами, относительно которых достигнуто соглашение.
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭраҿы иазыԥхьагәаҭаз алшоит еиуеиԥшым ашәашьақәа еилаԥсаны.	В соглашении об уплате алиментов может быть предусмотрено сочетание различных способов уплаты алиментов.
Еиқәшаҳаҭрала иршәо ааӡаԥса (аныҟәгаԥса) ашәагаа инақәыршәаны аиндексациа азыруеит	Индексация размера алиментов, уплачиваемых по соглашению об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭрала ишәатәу ааӡаԥса (аныҟәгаԥса) ашәагаа аиндексациа азыруеит уи аиқәшаҳаҭра иақәыршәаны. Аиқәшаҳаҭраҿы аиндексациа аиҿкаа аԥҟара арбамзар, усҟан аиндексациа ҟаҵатәуп абри Азакәанеидкыла ахәҭаҷ 120 инақәыршәаны.	Индексация размера алиментов, уплачиваемых по соглашению об уплате алиментов, производится в соответствии с этим соглашением. Если в соглашении об уплате алиментов не предусматривается порядок индексации, индексация производится в соответствии со статьей 120 настоящего Кодекса.
17 Ахы. ааӡаԥса (аныҟәгаԥса) ашәареи ақәынкылареи реиҿкаара	Глава 17. Порядок уплаты и взыскания алиментов
Ааӡаԥса (аныҟәгаԥса) хатәгшаԥхарала ашәара	Уплата алиментов в добровольном порядке
Ааӡаԥса (аныҟәгаԥса) ашәара ахәҭоуп уи ашәара зду ихаҭа ихатәгәаԥхарала, мамзаргьы аус ахьиуа, атәанчахәы ахьиоуа, мамзаргьы астепендиа ахьиоуа анапхгарақәа рыла.	Алименты выплачиваются в добровольном порядке лично лицом, обязанным платить алименты, либо через администрацию по месту  его работы или получения  им пенсии, либо стипендии.
Ааӡаԥса (аныҟәгаԥса) ашәара хатәгәаԥхаралатәи аԥҟара, уи ааӡаԥса (аныҟәгаԥса) зауа ааӡаԥса қәынкыларала аиоуразы имоу азин иаԥырхагаӡам, дақәиҭуп ааӡаԥса (аныҟәгаԥса) ақәынкыларазы ианааиҭаху арзаҳал аӡбарахь алагалара.	Добровольный порядок уплаты алиментов не исключает право получателя алиментов в любое время обратиться с заявлением о взыскании алиментов в суд.
Аӡбара азыӡба ала ааӡаԥса (аныҟәгаԥса) ақәынкылара	Взыскание алиментов по решению суда
Ааӡаԥса (аныҟәгаԥса) ашәаразы аиқәшаҳаҭра бжьаҵамзар, абри Азакәанеидкыла ахәҭаҷқәа 82-101 рҿы иарбоу аҭаацәара алахәылацәа ааӡаԥса (аныҟәгаԥса) ақәынкыларазы аԥҟадҵа арзаҳалаҿ иарбаны аӡбарахь алагалара иақәиҭуп.	При отсутствии соглашения об уплате алиментов члены семьи, указанные в статьях 82 – 101 настоящего Кодекса, вправе обратиться в суд с требованием о взыскании алиментов.
Ааӡаԥса (аныҟәгаԥса) аиоуразы аныдҵаалара аҿҳәарақәа	Сроки обращения за алиментами
Ааӡаԥса (аныҟәгаԥса) аиоура азин змоу ауаҩы, ааӡаԥса (аныҟәгаԥса) ақәынкыларазы арзаҳал аӡбарахь иалаигалар илшоит, ааӡаԥса (аныҟәгаԥса) иоура азин иоужьҭеи заҟа ҵуазаалакгьы, уаанӡа еиқәшаҳаҭрала ааӡаԥса (аныҟәгаԥса) имоуцзар.	Лицо, имеющее право на получение алиментов, вправе обратиться в суд с заявлением о взыскании алиментов независимо от срока, истекшего с момента возникновения права на алименты, если алименты не выплачивались ранее по соглашению об уплате алиментов.
Ааӡаԥса зауа ауаҩы ааӡаԥса (аныҟәгаԥса) идрыԥхьаӡалоит Аӡбарахь данныдҵаала инаркы.	Алименты присуждаются с момента обращения в суд.
Ицахьо аамҭазы ааӡаԥса (аныҟәгаԥса) изшәазар алшоит аӡбарҭахь дныдҵаалаанӡа хышықәса рызтәи, уигьы, ааӡаԥса (аныҟәгаԥса) аиоура уаанӡагь дшашьҭаз, аха ашәара зуалыз ауаҩы иахьҽацәыԥхьеикуаз иахҟьаны ишимоуцыз Аӡбарала ианышьақәгылаха.	Алименты за прошедший период могут быть взысканы в пределах трехлетнего срока с момента обращения в суд, если судом установлено, что до обращения в суд принимались меры к получению средств на содержание, но алименты не были получены вследствие уклонения лица, обязанного уплачивать алименты, от их уплаты.
Аӡбара ала аимак ӡбахаанӡа ааӡаԥса (аныҟәгаԥса) ақәынкылара	Взыскание алиментов до разрешения спора судом
Ааӡаԥса (аныҟәгаԥса) ақәынкылара иазку аус аӡбарҭаҿы ахәаԥшраан иаднакыло азыӡба азакәанмчра аиоуаанӡа Аӡбара ақәиҭуп ааӡаԥса (аныҟәгаԥса) ақәынкыларазы ақәҵара адкылара; ааӡаԥса зықәра намӡац рзы ақәынкылараан Аӡбара ақәиҭуп ааӡаԥса ақәынкыларазы азыӡба аднакылаанӡа уи азы ақәҵара адкылара.	По делу о взыскании алиментов суд вправе вынести постановление о взыскании алиментов до вступления решения суда о взыскании алиментов в законную силу; при взыскании алиментов на несовершеннолетних детей – до вынесения судом решения о взыскании алиментов.
Ирықәныркыло ааӡаԥса (аныҟәгаԥса) ашәагаа шьақәнаргылоит Аӡбара аҩганкгьы рмазаратә-ҭаацәаратә ҭагылазаашьа хшыҩзышьҭра рзуны. Зықәра намӡац ахәыҷқәа рзы ирықәныркыло ааӡаԥса ашәагаа шьақәдыргылоит абри Азакәанеидкыла ахәҭаҷ 83 инақәыршәаны.	Размер взыскиваемых алиментов определяется судом исходя из материального и семейного положения сторон. Размер алиментов, взыскиваемых на несовершеннолетних детей, определяется в соответствии со статьей 83 настоящего Кодекса.
Аиҿкаарақәа рнапхгарақәа ааӡаԥса (аныҟәгаԥса) ақәынкыларазы руалԥшьа	Обязанность администрации организации удерживать алименты
Ааӡаԥса (аныҟәгаԥса) ашәара зуалу ауаҩы аус ахыиуа аиҿкаара анапхгара иауалԥшьоуп есымза анотариалтә маҵзура ишьақәнарыӷәӷәаз аиқәшаҳаҭра мамзаргьы азыӡба анагӡаратә бӷьыц шьаҭас измоу ақәынкыларақәа ааӡаԥса (аныҟәгаԥса) шәатәыс изду аусуҩы иуалафахәы  мамзаргьы имоу даҽа лагалак  аҟынтәи иқәынкыланы насгьы, иара ихарџь ала ааӡаԥса (аныҟәгаԥса) зауа ихьӡала адәықәҵара ауалафахәы мамзаргьы даҽа лагалак анизыршәаз аҽны инаркны хымш рыҩныҵҟала.	Администрация организации по месту работы лица, обязанного уплачивать алименты на основании нотариально удостоверенного соглашения об уплате алиментов или на основании исполнительного листа, обязана ежемесячно удерживать алименты из заработной платы и (или) иного дохода лица, обязанного уплачивать алименты, и уплачивать или переводить их за счет лица, обязанного уплачивать алименты, лицу, получающему алименты, не позднее чем в трехдневный срок со дня выплаты заработной платы и (или) иного дохода лицу, обязанному уплачивать алименты.
Аиқәшаҳаҭра ҵыҵгәыс измоу Ааӡаԥса (аныҟәгаԥса) ашәара аанкылара	Удержание алиментов на основании соглашения об уплате алиментов
Ааӡаԥса (аныҟәгаԥса) ашәаразы анотариалтә маҵзурала ишьақәырӷәӷәоз аиқәшаҳаҭра ала ааӡаԥса (аныҟзгаԥса) ақәынкылара алшоит уи ашәара зуалу ауаҩы абри аиқәшаҳаҭреи азыӡба-нагӡагатә бӷьыцқәеи рыла иқәныркылақәо зегь неицҵаны иара иауа иуалафахәы мамзаргьы даҽа лагалак 50 наӡын  еиҳазаргьы.	Удержание алиментов на основании нотариально удостоверенного соглашения об уплате алиментов может производиться и в случае, если общая сумма удержаний на основании такого соглашения и исполнительных документов превышает пятьдесят процентов заработка и (или) иного дохода лица, обязанного уплачивать алименты.
Ахәыҭаҷ 114. Ааӡаԥса (аныҟәгаԥса) ашәара зуалу ауаҩытәыҩса инхарҭа ҭыԥ аниԥсахуа адырра аҟаҵаразы иуалԥшьа	Обязанность сообщать о перемене места работы лица, обязанного  уплачивать алименты
Аӡбара азыӡба ала мамзаргьы анотариалтә шьақәырӷәӷәара змоу аиқәшаҳаҭра рҵыҵӷәала ааӡаԥса (аныҟәгаԥса) ақәынкылара мҩаԥызго Аиҿкаара анапхгара, хымш рыҩныҵҟала иауалԥшьоуп аӡбара азыӡбанагӡаҩи, ааӡаԥса (аныҟәгаԥса) зауаз ауаҩԥси адырра рыҭара, ааӡаԥса зшәоз иусурҭа ҭыԥ шиԥсахзи, ҿыц аусура мамзаргьы анхара дахьалагази рзы, урҭ уи анапхгара иадыруазар.	Администрация организации, производившая удержание алиментов на основании решения суда или нотариально удостоверенного соглашения об уплате алиментов, обязана в трехдневный срок сообщить судебному исполнителю по месту исполнения решения о взыскании алиментов и лицу, получающему алименты, об увольнении лица, обязанного уплачивать алименты, а также о новом месте его работы или жительства, если оно ей известно.
Ааӡаԥса (аныҟәгаԥса) ашәара зуалу ауаҩытәыҩса абри ахәҭаҷ 1 ахәҭала ишьықәыргыло аамҭа иалагӡаны ихәҭоуп аӡбара азыӡбанагӡаҩи ааӡаԥса (аныҟәгаԥса) зауаз иусурҭа аҭыԥи инхарҭа ҭыԥи шиԥсахыз ала адырра рыҭара, зықәра намӡац рааӡаԥса ашәараан уи адагьы ихарҭәаагоу ауалафахәы мамзаргьы даҽа лагалак шимо ала адырра рыҭара.	Лицо, обязанное уплачивать алименты, должно в срок, установленный частью 1 настоящей статьи, сообщить судебному исполнителю и лицу, получающему алименты, о перемене места работы или жительства, а при уплате алиментов несовершеннолетним детям – и о наличии дополнительного заработка или иного дохода.
Ихырқьиагоу аҽыӡга (амзыз) ыҟамкәаны абри ахәҭаҷ 1 мамзаргьы II ахәҭақәа рҿы иарбо адыррақәа змыцҳаз амаҵурауаҩы мамзаргьы даҽа тәылауаҩык аҭакԥхықәра рыдлоит закәанла ишьақәыргыло аԥҟара инақәыршәаны.	В случае несообщения по неуважительной причине сведений, указанных в частях 1 и 2 настоящей статьи, виновные в этом должностные лица и иные граждане привлекаются к ответственности в порядке, установленном законом.
Ааӡаԥса (аныҟәгаԥса) ашәара зуалу ауаҩԥсы имазара иқәынкылара	Обращение взыскания на имущество лица, обязанного уплачивать алименты
