alwaysAsk.label,Афаил ахьчараз есснагь азҵаара аҭахуп,SEC_ERROR_INVALID_ARGS,библиотека безопасности: неверные аргументы.
alwaysAsk.accesskey,,SEC_ERROR_INVALID_ALGORITHM,библиотека безопасности: неверный алгоритм.
addonsMgr.label,Ахартәаара,SEC_ERROR_INVALID_AVA,библиотека безопасности: неверное AVA.
manageAddonsDescWin.label manageAddonsDescUnix2.label,Шәхарҭәаарақәа рхышәарақәа шәыԥсах,SEC_ERROR_INVALID_TIME,Неправильно отформатированная строка времени.
manageAddons.label,Ахарҭәаарақәа рхиатәуп,SEC_ERROR_BAD_DER,библиотека безопасности: неверный формат сообщения в кодировке DER.
manageAddons.accesskey,,SEC_ERROR_BAD_SIGNATURE,Сертификат узла имеет неверную подпись.
location,source,SEC_ERROR_EXPIRED_CERTIFICATE,Сертификат узла истёк.
ImageTitleWithDimensionsAndFile,"%S (сахьаҭыхымҭа «%S», %Sx%Sпиксел амоуп)",SEC_ERROR_REVOKED_CERTIFICATE,Сертификат узла был отозван.
ImageTitleWithoutDimensions,%S (асахьаҭыхымҭа «%S»),SEC_ERROR_UNKNOWN_ISSUER,Издатель сертификата узла не распознан.
ImageTitleWithDimensions,"(Асахьаҭыхымҭа «%S», %Sx%Sпиксел амоуп)",SEC_ERROR_BAD_KEY,Неверный открытый ключ узла.
ImageTitleWithNeitherDimensionsNorFile,(Асахьаҭыхымҭа «%S»),SEC_ERROR_BAD_PASSWORD,Введённый пароль неверен.
MediaTitleWithFile,%S (аобект «%S»),SEC_ERROR_RETRY_PASSWORD,"Новый пароль введён неверно. Пожалуйста, попробуйте ещё раз."
MediaTitleWithNoInfo,(Аобект «%S»),SEC_ERROR_NO_NODELOCK,библиотека безопасности: no nodelock.
InvalidImage,"Асахьаҭыхымҭа «%S», агхақәуа хьамо,  аарԥшра ауӡом.",SEC_ERROR_BAD_DATABASE,библиотека безопасности: плохая база данных.
ScaledImage,Амасштабҟаҵара (%S%%),SEC_ERROR_NO_MEMORY,библиотека безопасности: неудача распределения памяти.
TitleWithStatus,%S - %S,SEC_ERROR_UNTRUSTED_ISSUER,Пользователь не доверяет издателю сертификата узла.
location,source,SEC_ERROR_UNTRUSTED_CERT,Пользователь не доверяет сертификату узла.
no-properties.label,Свойства не указаны.,SEC_ERROR_DUPLICATE_CERT,Этот сертификат уже существует в вашей базе данных.
caption.label,Свойства элемента,SEC_ERROR_DUPLICATE_CERT_NAME,"Имя загруженного сертификата совпадает с именем, уже существующем в вашей базе данных."
image-sec.label,Свойства изображения,SEC_ERROR_ADDING_CERT,Ошибка добавления сертификата в базу данных.
image-url.label link-url.label,Аҭыԥ алхра:,SEC_ERROR_FILING_KEY,Error refiling the key for this certificate.
image-type.label,Атип:,SEC_ERROR_NO_KEY,Закрытый ключ для этого сертификата не найден в базе данных ключей
image-desc.label,Ахҳәааҟаҵара:,SEC_ERROR_CERT_VALID,Этот сертификат действителен.
image-alt.label,Альтернативный текст:,SEC_ERROR_CERT_NOT_VALID,Этот сертификат недействителен.
image-size.label,Размеры изображения:,SEC_ERROR_CERT_NO_RESPONSE,Библиотека сертификатов: Нет ответа
image-filesize.label,Размер файла:,SEC_ERROR_EXPIRED_ISSUER_CERTIFICATE,Сертификат издателя сертификатов истёк. Проверьте системную дату и время.
insdel-sec.label,Добавить/удалить свойства,SEC_ERROR_CRL_EXPIRED,CRL издателя сертификата истёк. Обновите его или проверьте время и дату вашей системы.
insdel-cite.label quote-cite.label,Асахьа:,SEC_ERROR_CRL_BAD_SIGNATURE,CRL издателя сертификата имеет неверную подпись.
insdel-date.label,Дата:,SEC_ERROR_CRL_INVALID,Формат нового CRL некорректен.
link-sec.label,Свойства ссылки,SEC_ERROR_EXTENSION_VALUE_INVALID,Значение расширения сертификата неверно.
link-target.label,Будет открыта в:,SEC_ERROR_EXTENSION_NOT_FOUND,Расширение сертификата не найдено.
link-type.label,Тип целевого объекта:,SEC_ERROR_CA_CERT_INVALID,Сертификат издателя неверен.
link-lang.label,Язык целевого объекта:,SEC_ERROR_PATH_LEN_CONSTRAINT_INVALID,Ограничение на длину пути сертификата неверно.
link-rel.label,Аизыҟазаашьа:,SEC_ERROR_CERT_USAGES_INVALID,Поле использования сертификата неверно.
link-rev.label,Обратное отношение:,SEC_INTERNAL_ONLY,**ТОЛЬКО Внутренний модуль**
link-ping.label,Будет уведомлять:,SEC_ERROR_INVALID_KEY,Ключ не поддерживает запрошенную операцию.
misc-sec.label,Разные свойства,SEC_ERROR_UNKNOWN_CRITICAL_EXTENSION,Сертификат содержит неизвестное критическое расширение.
misc-lang.label,Язык текста:,SEC_ERROR_OLD_CRL,Новый CRL выпущен в то же время или раньше текущего.
misc-title.label,Ахы:,SEC_ERROR_NO_EMAIL_CERT,Не зашифровано или подписано: у вас ещё нет сертификата электронной почты.
misc-tblsummary.label,Сводка таблицы:,SEC_ERROR_NO_RECIPIENT_CERTS_QUERY,Не зашифровано: у вас не имеется сертификатов для каждого из адресатов.
quote-sec.label,Свойства цитаты,SEC_ERROR_NOT_A_RECIPIENT,"Расшифровка не удалась: вы не получатель, или подходящий сертификат и закрытый ключ не могут быть найдены."
location,source,SEC_ERROR_PKCS7_KEYALG_MISMATCH,Расшифровка не удалась: алгоритм шифрования ключа не соответствует вашему сертификату.
sameWindowText,Том же окне,SEC_ERROR_PKCS7_BAD_SIGNATURE,"Неудача при проверке подписи: не найдено лицо поставившее подпись, имеется слишком много лиц, поставивших подпись или же данные неверны или повреждены."
newWindowText,Новом окне,SEC_ERROR_UNSUPPORTED_KEYALG,Неподдерживаемый или неизвестный алгоритм ключа.
newTabText,Новой вкладке,SEC_ERROR_DECRYPTION_DISALLOWED,Расшифровка не удалась: зашифровано с использованием запрещённого алгоритма или размера ключа.
parentFrameText,Родительском фрейме,XP_SEC_FORTEZZA_BAD_CARD,Карта Fortezza не была инициализирована должным образом. Пожалуйста удалите её и возвратите издателю.
sameFrameText,Том же фрейме,XP_SEC_FORTEZZA_NO_CARD,Не найдено ни одной карты Fortezza
embeddedText,Встроенный,XP_SEC_FORTEZZA_NONE_SELECTED,Не выбрано ни одной карты Fortezza
unableToShowProps,Доступных свойств нет.,XP_SEC_FORTEZZA_MORE_INFO,Please select a personality to get more info on
altTextMissing,Отсутствует,XP_SEC_FORTEZZA_PERSON_NOT_FOUND,Personality not found
altTextBlank,Пустой,XP_SEC_FORTEZZA_NO_MORE_INFO,No more information on that Personality
imageSize,%S КБ (%S байт),XP_SEC_FORTEZZA_BAD_PIN,Неверный Pin
imageSizeUnknown,Неизвестно (не кэшируется),XP_SEC_FORTEZZA_PERSON_ERROR,Couldn't initialize Fortezza personalities.
imageType,%S изображение,SEC_ERROR_NO_KRL,Ни одного KRL для сертификата этого сайта найдено не было.
animatedImageType,"%S изображение (анимированное, фреймов — %S)",SEC_ERROR_KRL_EXPIRED,KRL для сертификата этого сайта просрочен.
imageDimensions,%Spx × %Spx,SEC_ERROR_KRL_BAD_SIGNATURE,KRL для сертификата этого сайта имеет неверную подпись.
imageDimensionsScaled,%Spx × %Spx (в масштабе %Spx × %Spx),SEC_ERROR_REVOKED_KEY,Ключ для сертификата этого сайта был отозван.
languageRegionFormat,%1$S (%2$S),SEC_ERROR_KRL_INVALID,Новый KRL имеет неверный формат.
location,source,SEC_ERROR_NEED_RANDOM,библиотека безопасности: нужны случайные данные.
migrationWizard.title,Аимпорт аҟаза,SEC_ERROR_NO_MODULE,библиотека безопасности: ни один модуль безопасности запрошенную операцию выполнить не может.
importFrom.label importFromUnix.label,"Азырхиарақәа аимпоррт рзутәуп, агәылаҵақәа, ажурнал, ажәамаӡақәеи егьырҭь адаррақәеи рыҟнытә:",SEC_ERROR_NO_TOKEN,"Карта безопасности или токен не существуют, нуждаются в инициализации, или были удалены."
importFromBookmarks.label,Агәылаҵақәа аимпорт рзутәуп ...нтә:,SEC_ERROR_READ_ONLY,библиотека безопасности: база данных открыта только для чтения.
importFromIE.label,Microsoft Internet Explorer,SEC_ERROR_NO_SLOT_SELECTED,Ни одного слота или токена выбрано не было.
importFromIE.accesskey,,SEC_ERROR_CERT_NICKNAME_COLLISION,Сертификат с этим псевдонимом уже существует.
importFromPhoenix.label,"Firefox 0.8, Firebird или Phoenix",SEC_ERROR_KEY_NICKNAME_COLLISION,Ключ с этим псевдонимом уже существует.
importFromPhoenix.accesskey,,SEC_ERROR_SAFE_NOT_CREATED,ошибка создания безопасного объекта
importFromNothing.label,Акагьы аимпорт рзутәӡам,SEC_ERROR_BAGGAGE_NOT_CREATED,error while creating baggage object
importFromNothing.accesskey,,XP_JAVA_REMOVE_PRINCIPAL_ERROR,Couldn't remove the principal
importFromSeamonkey.label,"Netscape 6, 7 или Mozilla 1.x",XP_JAVA_DELETE_PRIVILEGE_ERROR,Couldn't delete the privilege
importFromSeamonkey.accesskey,,XP_JAVA_CERT_NOT_EXISTS_ERROR,This principal doesn't have a certificate
importFromNetscape4.label,Netscape 4.x,SEC_ERROR_BAD_EXPORT_ALGORITHM,Требуемый алгоритм не разрешён.
importFromNetscape4.accesskey,,SEC_ERROR_EXPORTING_CERTIFICATES,Ошибка при попытке экспорта сертификатов.
importFromOpera.label,Opera,SEC_ERROR_IMPORTING_CERTIFICATES,Ошибка при попытке импорта сертификатов.
importFromOpera.accesskey,,SEC_ERROR_PKCS12_DECODING_PFX,Импорт не удался.  Ошибка декодирования.  Файл негоден.
importFromCamino.label,Camino,SEC_ERROR_PKCS12_INVALID_MAC,Импорт не удался.  Недействительный MAC.  Пароль неверен или файл повреждён.
importFromCamino.accesskey,,SEC_ERROR_PKCS12_UNSUPPORTED_MAC_ALGORITHM,Импорт не удался.  Алгоритм MAC не поддерживается.
importFromSafari.label,Safari,SEC_ERROR_PKCS12_UNSUPPORTED_TRANSPORT_MODE,Импорт не удался.  Поддерживаются только режимы проверки целостности пароля и приватности.
importFromSafari.accesskey,,SEC_ERROR_PKCS12_CORRUPT_PFX_STRUCTURE,Импорт не удался.  Структура файла повреждена.
importFromOmniWeb.label,OmniWeb,SEC_ERROR_PKCS12_UNSUPPORTED_PBE_ALGORITHM,Импорт не удался.  Неподдерживаемый алгоритм шифрования.
importFromOmniWeb.accesskey,,SEC_ERROR_PKCS12_UNSUPPORTED_VERSION,Импорт не удался.  Неподдерживаемая версия файла.
importFromICab.label,iCab,SEC_ERROR_PKCS12_PRIVACY_PASSWORD_INCORRECT,Импорт не удался.  Incorrect privacy password.
importFromICab.accesskey,,SEC_ERROR_PKCS12_CERT_COLLISION,Импорт не удался.  Этот псевдоним уже существует в базе данных.
importFromKonqueror.label,Konqueror,SEC_ERROR_USER_CANCELLED,Пользователь нажал Отмена.
importFromKonqueror.accesskey,,SEC_ERROR_PKCS12_DUPLICATE_DATA,"Не импортировано, уже в базе данных."
importFromEpiphany.label,Epiphany,SEC_ERROR_MESSAGE_SEND_ABORTED,Сообщение не отправлено.
importFromEpiphany.accesskey,,SEC_ERROR_INADEQUATE_KEY_USAGE,Использование ключа сертификата не подходит под требования неудавшейся операции.
importFromGaleon.label,Galeon,SEC_ERROR_INADEQUATE_CERT_TYPE,Этот тип сертификата не одобрен для приложения.
importFromGaleon.accesskey,,SEC_ERROR_CERT_ADDR_MISMATCH,Адрес в сертификате подписи не соответствует адресу в заголовках сообщения.
importFromHTMLFile.label,HTML-файла,SEC_ERROR_PKCS12_UNABLE_TO_IMPORT_KEY,Импорт не удался.  Ошибка при попытке импорта закрытого ключа.
importFromHTMLFile.accesskey,,SEC_ERROR_PKCS12_IMPORTING_CERT_CHAIN,Импорт не удался.  Ошибка при попытке импорта цепочки сертификата.
noMigrationSources.label,"Агәылаҵа змоу прграммак, ажурнал ма ажәамаӡақәа, ԥшааӡам.",SEC_ERROR_PKCS12_UNABLE_TO_LOCATE_OBJECT_BY_NAME,Экспорт не удался.  Не удалось найти сертификат или ключ по псевдониму.
importSource.title,Адыррақәеи архиарақәеи римпорт,SEC_ERROR_PKCS12_UNABLE_TO_EXPORT_KEY,Экспорт не удался.  Не удалось найти и экспортировать закрытый ключ.
importItems.title,Аимпорт азы аобиект,SEC_ERROR_PKCS12_UNABLE_TO_WRITE,Экспорт не удался.  Не удалось произвести запись в экспортируемый файл.
importItems.label,Аимпортзуразы аобиектқәа алашәх:,SEC_ERROR_PKCS12_UNABLE_TO_READ,Импорт не удался. Не удалось произвести чтение из импортируемого файла.
migrating.title,Идёт импорт…,SEC_ERROR_PKCS12_KEY_DATABASE_NOT_INITIALIZED,Экспорт не удался.  База данных ключей повреждена или удалена.
migrating.label,В данное время импортируются следующие объекты…,SEC_ERROR_KEYGEN_FAIL,Не удалось сгенерировать ключевую пару из открытого/закрытого ключа.
selectProfile.title,Выбор профиля,SEC_ERROR_INVALID_PASSWORD,"Введённый пароль неверен. Пожалуйста, введите другой пароль."
selectProfile.label,Импорт может быть произведен из следующих профилей:,SEC_ERROR_RETRY_OLD_PASSWORD,"Предыдущий пароль введён неверно.  Пожалуйста, попробуйте ещё раз."
done.title,Импорт успешно завершён,SEC_ERROR_BAD_NICKNAME,Псевдоним сертификата уже используется.
done.label,Следующие объекты были успешно импортированы:,SEC_ERROR_NOT_FORTEZZA_ISSUER,Цепочка узла FORTEZZA содержит не-FORTEZZA сертификат.
location,source,SEC_ERROR_CANNOT_MOVE_SENSITIVE_KEY,A sensitive key cannot be moved to the slot where it is needed.
profileName_format,%S %S,SEC_ERROR_JS_INVALID_MODULE_NAME,Неправильное имя модуля.
sourceNameIE,Internet Explorer,SEC_ERROR_JS_INVALID_DLL,Неправильный путь/имя файла модуля.
sourceNameSeamonkey,Netscape 6/7/Mozilla,SEC_ERROR_JS_ADD_MOD_FAILURE,Не удалось добавить модуль
sourceNameDogbert,Netscape 4,SEC_ERROR_JS_DEL_MOD_FAILURE,Не удалось удалить модуль
sourceNameOpera,Opera,SEC_ERROR_OLD_KRL,Новый KRL выпущен в то же время или раньше текущего.
sourceNameSafari,Safari,SEC_ERROR_CKL_CONFLICT,Издатель нового CKL отличается издателя текущего CKL.  Удалите текущий CKL.
sourceNameOmniWeb,OmniWeb,SEC_ERROR_CERT_NOT_IN_NAME_SPACE,"Центру сертификации, издавшему этот сертификат, не разрешено издавать сертификаты с этим именем."
sourceNameCamino,Camino,SEC_ERROR_KRL_NOT_YET_VALID,Список отозванных ключей для этого сертификата ещё не действителен.
sourceNameICab,iCab,SEC_ERROR_CRL_NOT_YET_VALID,Список отозванных сертификатов для этого сертификата ещё не действителен.
sourceNameKonqueror,Konqueror,SEC_ERROR_UNKNOWN_CERT,Запрошенный сертификат не может быть найден.
sourceNameEpiphany,Epiphany,SEC_ERROR_UNKNOWN_SIGNER,Сертификат подписавшего лица не может быть найден.
sourceNameGaleon,Galeon,SEC_ERROR_CERT_BAD_ACCESS_LOCATION,Строка расположения сервера статуса сертификатов имеет некорректный формат.
importedBookmarksFolder,Из %S,SEC_ERROR_OCSP_UNKNOWN_RESPONSE_TYPE,Не удалось полностью декодировать OCSP-ответ; его тип неизвестен.
importedSearchURLsFolder,Ключевые слова поиска (из %S),SEC_ERROR_OCSP_BAD_HTTP_RESPONSE,OCSP-сервер вернул неожиданные/неверные HTTP данные.
importedSearchURLsTitle,Поиск на %S,SEC_ERROR_OCSP_MALFORMED_REQUEST,OCSP-сервер посчитал запрос повреждённым или неправильно сформированным.
importedSearchUrlDesc,Наберите «%S <строка запроса>» в панели адреса для поиска на %S.,SEC_ERROR_OCSP_SERVER_ERROR,"OCSP-сервер сообщает, что у него произошла внутренняя ошибка."
importedDogbertBookmarksTitle,Из Netscape 4,SEC_ERROR_OCSP_TRY_SERVER_LATER,OCSP-сервер предлагает попробовать позже.
importedSeamonkeyBookmarksTitle,Из Netscape 6/7/Mozilla,SEC_ERROR_OCSP_REQUEST_NEEDS_SIG,"OCSP-сервер требует, чтобы запрос был подписан."
importedSafariBookmarks,Из Safari,SEC_ERROR_OCSP_UNAUTHORIZED_REQUEST,"OCSP-сервер отклонил этот запрос, как неавторизованный."
importedOperaHotlistTitle,Из Opera,SEC_ERROR_OCSP_UNKNOWN_RESPONSE_STATUS,"Не удалось распознать статус, возвращённый OCSP-сервером."
importedOperaSearchUrls,Ключевые слова поиска (из Opera),SEC_ERROR_OCSP_UNKNOWN_CERT,OCSP-сервер не имеет статуса этого сертификата.
1_ie,Настройки Интернета,SEC_ERROR_OCSP_NOT_ENABLED,Перед выполнением этой операции вы должны включить OCSP.
1_opera 1_dogbert 1_seamonkey 1_phoenix 1_safari 1_macie,Архиарақәа,SEC_ERROR_OCSP_NO_DEFAULT_RESPONDER,You must set the OCSP default responder before performing this operation.
2_ie 2_opera 2_dogbert 2_seamonkey 2_phoenix 2_safari 2_macie,Cookies,SEC_ERROR_OCSP_MALFORMED_RESPONSE,"Ответ, полученный от OCSP-сервера, повреждён или неправильно сформирован."
4_ie 4_opera 4_dogbert 4_seamonkey 4_phoenix 4_safari 4_macie,Журнал посещений,SEC_ERROR_OCSP_UNAUTHORIZED_RESPONSE,"Лицо, подписавшее OCSP-ответ, не авторизовано на выдачу статуса этого сертификата."
8_ie 8_opera 8_dogbert 8_seamonkey 8_phoenix 8_safari 8_macie,Журнал сохранённых форм,SEC_ERROR_OCSP_FUTURE_RESPONSE,OCSP-ответ ещё не действителен (содержит дату из будущего).
16_ie 16_opera 16_dogbert 16_seamonkey 16_phoenix 16_safari 16_macie,Сохранённые пароли,SEC_ERROR_OCSP_OLD_RESPONSE,OCSP-ответ содержит устаревшую информацию.
32_ie 32_macie,Избранное,SEC_ERROR_DIGEST_NOT_FOUND,В подписанном сообщении не найден дайджест CMS или PKCS #7.
32_opera 32_dogbert 32_seamonkey 32_phoenix 32_safari,Агәылаҵақәа,SEC_ERROR_UNSUPPORTED_MESSAGE_TYPE,Неподдерживаемый тип сообщения CMS или PKCS #7.
64_ie 64_opera 64_dogbert 64_seamonkey 64_phoenix 64_safari 64_macie,Другие данные,SEC_ERROR_MODULE_STUCK,"Модуль PKCS #11 не может быть удалён, так как он в данный момент используется."
location,source,SEC_ERROR_BAD_TEMPLATE,Не удалось декодировать данные ASN.1. Указанный шаблон некорректен.
window.title,Выбор папки,SEC_ERROR_CRL_NOT_FOUND,Ни одного подходящего CRL не найдено.
window.style,width: 36em; height: 18em;,SEC_ERROR_REUSED_ISSUER_AND_SERIAL,"Вы пытаетесь импортировать сертификат с тем же издателем/серийным номером, что и существующий, но это не тот же сертификат."
moveTo.label,Переместить в:,SEC_ERROR_BUSY,NSS не может завершить работу. Имеются используемые объекты.
newFolderButton.label,Новая папка,SEC_ERROR_EXTRA_INPUT,DER-кодированное сообщение содержит лишние неиспользуемые данные.
newFolderButton.accesskey,,SEC_ERROR_UNSUPPORTED_ELLIPTIC_CURVE,Неподдерживаемая эллиптическая кривая.
location,source,SEC_ERROR_UNSUPPORTED_EC_POINT_FORM,Неподдерживаемая форма точки эллиптической кривой.
mozilla.quote,"Маммон спал. Тем временем <em>зверь возрождённый</em> распространился по всей земле и число его стало легион. И объявили они о новых временах, и с <em>коварством лисы</em> <em>принесли в жертву</em> огню колосья. И построили они новый мир, как было провозвещано в <em><a href=""http://www.mozilla.org/about/mozilla-manifesto.html"">священном тексте</a></em>, и <em><a href=""http://wiki.mozilla.org/About:mozilla"">говорили</a></em> о звере с детьми своими. Маммон пробудился, и смотри – он был <em>никем</em>, всего лишь последователем.",SEC_ERROR_UNRECOGNIZED_OID,Нераспознаваемый идентификатор объекта.
mozilla.from,"из <strong>Книги Mozilla,</strong> 11:9<br/><small>(10-е издание)</small>",SEC_ERROR_OCSP_INVALID_SIGNING_CERT,Неверный сертификат подписи OCSP в OCSP-ответе.
location,source,SEC_ERROR_REVOKED_CERTIFICATE_CRL,Согласно списку отозванных сертификатов издателя сертификат был отозван.
3,Поиск %1$S…,SEC_ERROR_REVOKED_CERTIFICATE_OCSP,"OCSP-сервер издателя сообщил, что сертификат отозван."
4,Соединено с %1$S…,SEC_ERROR_CRL_INVALID_VERSION,Неизвестный номер версии списка отозванных сертификатов издателя.
5,Отправка запроса на %1$S…,SEC_ERROR_CRL_V1_CRITICAL_EXTENSION,Список отозванных сертификатов издателя версии 1 содержит критическое расширение.
6,Передача данных с %1$S…,SEC_ERROR_CRL_UNKNOWN_CRITICAL_EXTENSION,Список отозванных сертификатов издателя версии 2 содержит неизвестное критическое расширение.
7,Соединение с %1$S…,SEC_ERROR_UNKNOWN_OBJECT_TYPE,Указан неизвестный тип объекта.
8,Прочитано %1$S ,SEC_ERROR_INCOMPATIBLE_PKCS11,Драйвер PKCS #11 нарушает спецификацию и имеет проблемы с совместимостью.
9,Записано %1$S,SEC_ERROR_NO_EVENT,No new slot event is available at this time.
10,Ожидание ответа от %1$S…,SEC_ERROR_CRL_ALREADY_EXISTS,CRL уже существует.
27,Начало FTP-транзакции…,SEC_ERROR_NOT_INITIALIZED,NSS не инициализирован.
28,FTP-транзакция закончена,SEC_ERROR_TOKEN_NOT_LOGGED_IN,The operation failed because the PKCS#11 token is not logged in.
UnsupportedFTPServer,FTP-сервер %1$S в данное время не поддерживается.,SEC_ERROR_OCSP_RESPONDER_CERT_INVALID,Настроенный сертификат OCSP-сервера неверен.
RepostFormData,Произошло перенаправление с этой страницы на другую. Вы хотите переслать введённые данные формы на новый адрес?,SEC_ERROR_OCSP_BAD_SIGNATURE,OCSP-ответ имеет неверную подпись.
DirTitle,Индекс «%1$S»,location,source
DirGoUp,Перейти в каталог на уровень выше,readError,"Файл «%S» не может быть сохранён, так как исходный файл не может быть прочтён.

Подождите некоторое время и попробуйте снова или обратитесь к администратору сервера."
ShowHidden,Показывать скрытые объекты,writeError,"Файл «%S» не может быть сохранён, так как произошла неизвестная ошибка.

Попробуйте сохранить его по другому адресу."
DirColName,Ахьыӡ,launchError,"«%S» не может быть открыт, так как произошла неизвестная ошибка.

Попробуйте сначала сохранить файл на диск, а затем открыть его."
DirColSize,Ашәагаа,diskFull,"Недостаточно места на диске для сохранения «%S».

Удалите ненужные файлы на диске и попробуйте снова или введите другой адрес для сохранения."
DirColMTime,Аҵыхәтантәи аиҭакрақәа:,readOnly,"Файл «%S» не может быть сохранён, так как диск, папка или файл защищены от записи.

Снимите защиту от записи и попробуйте снова или укажите другой адрес для сохранения."
DirFileLabel,Афаил:,accessError,"Файл «%S» не может быть сохранён, так как вы не можете менять содержимое указанной папки.

Измените свойства папки и попробуйте снова или введите другой адрес для сохранения."
GopherPromptTitle,Аԥшаара,helperAppNotFound,"Файл «%S» не может быть открыт, так как связанное с ним вспомогательное приложение не существует. Измените настройки."
GopherPromptText,Введите слово для поиска:,noMemory,"Недостаточно памяти для выполнения запрашиваемой операции.

Закройте какие-нибудь приложения и попробуйте снова."
PhishingAuth,"Вы собираетесь посетить %1$S. Этот сайт может попытаться обмануть вас, прикидываясь другим сайтом. Будьте предельно осторожны.",title,Загрузка «%S»
PhishingAuthAccept,Я это понимаю и буду очень осторожен,fileAlreadyExistsError,"Файл «%S» не может быть сохранён, так как файл с тем же именем каталога «_files» уже существует.

Попробуйте сохранить его в другое место."
SuperfluousAuth,"Вы собираетесь зарегистрироваться на сайте «%1$S» с именем пользователя «%2$S», но данный сайт не требует аутентификации. Это может быть попыткой вас обмануть.

Является ли «%1$S» сайтом, что вы хотите посетить?",fileNameTooLongError,"Файл «%S» не может быть сохранён, так как длина имени файла превышает допустимую.

Попробуйте сохранить его с более коротким именем файла."
AutomaticAuth,Вы собираетесь зарегистрироваться на сайте %1$S с именем пользователя «%2$S».,location,source
location,source,ocspDialog.title,Проверка статуса сертификата
securityOverride.linkText,Или же вы можете добавить исключение…,enableOCSP.label enableOCSP.accesskey,Ис&пользовать протокол получения статуса сертификатов (OCSP) для проверки текущего статуса сертификатов
securityOverride.warningText,"<p>Вам не следует добавлять исключение, если вы используете соединение с Интернетом, которому не полностью доверяете или если вы обычно не видите предупреждения при соединении с этим сервером.</p> <p>Если вы все же хотите добавить исключение для данного сайта, вы можете сделать это в дополнительных настройках шифрования.</p> ",certOCSP2.label certOCSP2.accesskey,"Проверять &статус сертификата, если в нём указан адрес сервера OCSP"
location,source,proxyOCSP2.label proxyOCSP2.accesskey,"Про&верять статус всех сертификатов, используя следующий сервер OCSP:"
loadError.label,Ошибка загрузки страницы,serviceURL.label serviceURL.accesskey,URL &службы:
retry.label,Попробовать снова,signingCA.label signingCA.accesskey,Подписавшая с&торона:
connectionFailure.title,Ошибка соединения,requireOCSP.label requireOCSP.accesskey,"При о&шибке соединения с сервером OCSP, рассматривать сертификат как недействительный"
connectionFailure.longDesc,"<p>Браузеру не удалось установить соединение с указанным сайтом, хотя тот, скорее всего, существует.</p><ul><li>Возможно, сайт временно недоступен, в этом случае подождите некоторое время и попробуйте снова.</li><li>Если вам не удалось открыть другие сайты, проверьте настройки соединения компьютера с сетью.</li><li>Если ваш компьютер или локальная сеть защищены межсетевым экраном или прокси-сервером, проверьте их, так как неверные настройки могут помешать просмотру веб-сайтов.</li></ul>",location,source
deniedPortAccess.title,В целях безопасности обращение к порту запрещено,enter.label,"Введите адрес в Интернете (URL) или укажите файл на диске, который хотите открыть:"
deniedPortAccess.longDesc,"<p>Для запрошенного адреса указан порт (пример: <q>mozilla.org:80</q> это порт 80 на сайте mozilla.org) который, как правило, <em>не используется</em> для работы с веб-сайтами. В целях безопасности браузер отменил данный запрос.</p>",chooseFile.label,Выбрать файл…
dnsNotFound.title,Адрес не найден,newWindow.label,Новом окне
dnsNotFound.longDesc,"<p>Адрес (URL) не соответствует ни одному из известных сайтов и не может быть загружен.</p><ul><li>Возможно вы сделали ошибку при наборе имени домена? (например, <q><strong>ww</strong>.mozilla.org</q> вместо <q><strong>www</strong>.mozilla.org</q>)</li><li>Возможно такой домен уже не существует, так как срок его регистрация мог истечь.</li><li>Если вам также не удалось открыть другие сайты, проверьте настройки вашего соединения с сетью и адрес DNS сервера.</li><li>Если ваш компьютер или локальная сеть защищены межсетевым экраном или прокси-сервером, проверьте их, так как неверные настройки могут помешать просмотру веб-сайтов.</li></ul>",newTab.label,Новой вкладке
fileNotFound.title,Файл не найден,topWindow.label,Текущем окне
fileNotFound.longDesc,"<ul><li>Возможно файл был переименован, удалён или перемещён?</li><li> Проверьте, не допустили ли вы в имени файла орфографическую ошибку, неверно указали регистр или совершили какую-либо ещё ошибку в адресе.</li><li> Проверьте, имеется ли у вас достаточно прав для просмотра запрошенного файла.</li></ul>",caption.label,Открытие веб-адреса
generic.title,Невозможно завершить запрос,openWhere.label,Открыть в:
generic.longDesc,<p>Дополнительная информация об этой ошибке в данное время недоступна.</p>,openBtn.label,Открыть
malformedURI.title,Некорректный адрес,location,source
malformedURI.longDesc,<p>Синтаксис указанного адреса некорректен. Проверьте адрес на наличие ошибок и попробуйте снова.</p>,chooseFileDialogTitle,Выбор файла
netInterrupt.title,Передача данных прервана,location,source
netInterrupt.longDesc,"<p>Браузер успешно произвёл соединение, но оно было прервано при передаче информации. Пожалуйста попробуйте снова.</p><ul><li>Если вам не удалось открыть другие сайты, проверьте настройки соединения компьютера с сетью.</li><li>Если у вас имеются другие проблемы, проконсультируйтесь с вашим системным администратором или Интернет-провайдером.</li></ul>",pageInfoWindow.width,690
netOffline.title,Автономный режим,pageInfoWindow.height,610
netOffline.longDesc,"<p>Браузер работает в автономном режиме и не может соединиться с запрошенным сайтом.</p><ul><li>Если компьютер подсоединен к сети, переведите браузер в режим подключения к сети и попробуйте снова.</li></ul>",copy.key,C
contentEncodingError.title,Ошибка в типе содержимого,copy.label copy.accesskey,&Копировать
